refund_id,payment_id,amount,ts
REF008883,PAY029322,620,2026-08-21T01:00:00
REF008884,PAY029328,118,2026-08-21T13:00:00
REF008885,PAY029331,2073,2026-08-19T02:00:00
REF008886,PAY029335,3859,2026-08-25T09:00:00
REF008887,PAY029337,1138,2026-08-27T12:00:00
REF008888,PAY029338,2650,2026-08-31T07:00:00
REF008889,PAY029339,6059,2026-08-26T05:00:00
REF008890,PAY029341,2915,2026-08-16T21:00:00
REF008891,PAY029342,5246,2026-08-26T06:00:00
REF008892,PAY029351,651,2026-08-26T15:00:00
REF008893,PAY029352,2345,2026-08-08T12:00:00
REF008894,PAY029357,7263,2026-08-10T14:00:00
REF008895,PAY029360,3241,2026-08-14T13:00:00
REF008896,PAY029361,5940,2026-08-10T19:00:00
REF008897,PAY029362,2090,2026-08-12T13:00:00
REF008898,PAY029364,1687,2026-08-24T17:00:00
REF008899,PAY029370,6462,2026-08-25T10:00:00
REF008900,PAY029371,3071,2026-09-02T20:00:00
REF008901,PAY029374,557,2026-08-15T04:00:00
REF008902,PAY029377,3229,2026-08-24T18:00:00
REF008903,PAY029378,5073,2026-08-28T13:00:00
REF008904,PAY029381,1511,2026-08-15T19:00:00
REF008905,PAY029383,188,2026-08-17T01:00:00
REF008906,PAY029383,188,2026-08-17T02:00:00
REF008907,PAY029387,2718,2026-08-24T20:00:00
REF008908,PAY029391,1861,2026-08-25T16:00:00
REF008909,PAY029393,1222,2026-08-08T16:00:00
REF008910,PAY029398,6016,2026-08-27T04:00:00
REF008911,PAY029400,2081,2026-08-09T10:00:00
REF008912,PAY029407,1403,2026-08-25T19:00:00
REF008913,PAY029410,2265,2026-08-20T07:00:00
REF008914,PAY029416,6932,2026-09-03T17:00:00
REF008915,PAY029418,2625,2026-09-03T12:00:00
REF008916,PAY029420,1057,2026-08-13T13:00:00
REF008917,PAY029424,2462,2026-08-11T08:00:00
REF008918,PAY029427,1095,2026-08-14T17:00:00
REF008919,PAY029428,1467,2026-08-25T17:00:00
REF008920,PAY029430,575,2026-08-29T19:00:00
REF008921,PAY029445,1553,2026-08-12T08:00:00
REF008922,PAY029446,346,2026-08-23T14:00:00
REF008923,PAY029447,5802,2026-08-12T04:00:00
REF008924,PAY029448,598,2026-09-02T04:00:00
REF008925,PAY029451,7438,2026-08-17T20:00:00
REF008926,PAY029455,4398,2026-08-10T11:00:00
REF008927,PAY029457,6270,2026-08-20T17:00:00
REF008928,PAY029458,2181,2026-08-08T13:00:00
REF008929,PAY029459,1940,2026-08-17T14:00:00
REF008930,PAY029464,204,2026-08-09T16:00:00
REF008931,PAY029468,125,2026-08-07T21:00:00
REF008932,PAY029471,580,2026-08-20T18:00:00
REF008933,PAY029474,299,2026-08-19T13:00:00
REF008934,PAY029483,2072,2026-08-12T22:00:00
REF008935,PAY029485,3620,2026-08-14T18:00:00
REF008936,PAY029488,5200,2026-08-17T18:00:00
REF008937,PAY029490,3666,2026-08-09T23:00:00
REF008938,PAY029491,5189,2026-08-30T01:00:00
REF008939,PAY029492,558,2026-08-30T17:00:00
REF008940,PAY029505,1928,2026-08-17T18:00:00
REF008941,PAY029506,410,2026-08-31T21:00:00
REF008942,PAY029508,724,2026-08-30T08:00:00
REF008943,PAY029509,5035,2026-08-16T17:00:00
REF008944,PAY029511,2104,2026-08-22T13:00:00
REF008945,PAY029514,4571,2026-08-21T20:00:00
REF008946,PAY029516,1103,2026-08-17T21:00:00
REF008947,PAY029516,1103,2026-08-17T22:00:00
REF008948,PAY029524,5002,2026-09-03T08:00:00
REF008949,PAY029530,3882,2026-08-07T20:00:00
REF008950,PAY029536,8428,2026-08-11T21:00:00
REF008951,PAY029538,1290,2026-08-14T00:00:00
REF008952,PAY029542,5389,2026-08-19T03:00:00
REF008953,PAY029545,1187,2026-08-13T21:00:00
REF008954,PAY029549,1136,2026-08-25T13:00:00
REF008955,PAY029557,1389,2026-08-10T19:00:00
REF008956,PAY029559,1886,2026-09-01T21:00:00
REF008957,PAY029566,4339,2026-08-28T03:00:00
REF008958,PAY029572,1522,2026-08-30T16:00:00
REF008959,PAY029574,2456,2026-08-28T10:00:00
REF008960,PAY029576,1271,2026-08-24T08:00:00
REF008961,PAY029577,4113,2026-08-28T18:00:00
REF008962,PAY029583,2765,2026-08-25T11:00:00
REF008963,PAY029588,565,2026-08-26T09:00:00
REF008964,PAY029593,1917,2026-08-29T15:00:00
REF008965,PAY029595,406,2026-08-11T18:00:00
REF008966,PAY029598,1751,2026-08-09T18:00:00
REF008967,PAY029600,131,2026-08-11T02:00:00
REF008968,PAY029603,208,2026-08-27T09:00:00
REF008969,PAY029605,1149,2026-08-14T23:00:00
REF008970,PAY029608,527,2026-08-13T15:00:00
REF008971,PAY029632,392,2026-08-22T03:00:00
REF008972,PAY029634,2431,2026-08-28T13:00:00
REF008973,PAY029635,80,2026-08-25T08:00:00
REF008974,PAY029637,821,2026-08-12T08:00:00
REF008975,PAY029639,884,2026-08-17T08:00:00
REF008976,PAY029648,4557,2026-08-22T16:00:00
REF008977,PAY029651,81,2026-09-03T09:00:00
REF008978,PAY029652,241,2026-08-21T04:00:00
REF008979,PAY029653,438,2026-08-22T09:00:00
REF008980,PAY029660,502,2026-08-16T02:00:00
REF008981,PAY029662,3524,2026-09-02T16:00:00
REF008982,PAY029669,1866,2026-08-20T09:00:00
REF008983,PAY029671,130,2026-08-20T13:00:00
REF008984,PAY029673,639,2026-08-15T22:00:00
REF008985,PAY029675,2666,2026-08-07T06:00:00
REF008986,PAY029677,7750,2026-08-21T19:00:00
REF008987,PAY029678,5594,2026-08-28T12:00:00
REF008988,PAY029684,4825,2026-08-07T07:00:00
REF008989,PAY029691,6341,2026-08-07T01:00:00
REF008990,PAY029712,3212,2026-08-25T15:00:00
REF008991,PAY029714,271,2026-08-09T16:00:00
REF008992,PAY029715,798,2026-08-31T01:00:00
REF008993,PAY029717,4409,2026-09-02T02:00:00
REF008994,PAY029726,284,2026-08-09T14:00:00
REF008995,PAY029732,278,2026-09-03T22:00:00
REF008996,PAY029738,1323,2026-08-08T02:00:00
REF008997,PAY029745,4113,2026-08-11T20:00:00
REF008998,PAY029753,1216,2026-08-17T01:00:00
REF008999,PAY029757,1278,2026-08-07T17:00:00
REF009000,PAY029763,539,2026-08-06T12:00:00
REF009001,PAY029766,577,2026-08-27T18:00:00
REF009002,PAY029768,320,2026-08-15T23:00:00
REF009003,PAY029770,1893,2026-08-23T20:00:00
REF009004,PAY029771,8293,2026-09-02T01:00:00
REF009005,PAY029774,623,2026-08-21T03:00:00
REF009006,PAY029778,6822,2026-09-01T22:00:00
REF009007,PAY029784,3370,2026-08-11T18:00:00
REF009008,PAY029788,4614,2026-08-13T07:00:00
REF009009,PAY029789,1563,2026-08-15T06:00:00
REF009010,PAY029795,3569,2026-08-16T23:00:00
REF009011,PAY029798,287,2026-08-19T01:00:00
REF009012,PAY029799,286,2026-08-14T03:00:00
REF009013,PAY029801,1996,2026-08-27T14:00:00
REF009014,PAY029802,53,2026-09-03T20:00:00
REF009015,PAY029803,5721,2026-08-30T05:00:00
REF009016,PAY029805,4017,2026-08-24T20:00:00
REF009017,PAY029808,2142,2026-08-24T17:00:00
REF009018,PAY029824,446,2026-08-17T23:00:00
REF009019,PAY029831,1423,2026-08-27T02:00:00
REF009020,PAY029832,3730,2026-09-01T09:00:00
REF009021,PAY029838,870,2026-08-28T13:00:00
REF009022,PAY029839,487,2026-08-08T04:00:00
REF009023,PAY029841,2833,2026-08-16T13:00:00
REF009024,PAY029842,3023,2026-09-01T03:00:00
REF009025,PAY029844,4384,2026-08-17T22:00:00
REF009026,PAY029848,3242,2026-09-04T02:00:00
REF009027,PAY029858,703,2026-08-19T09:00:00
REF009028,PAY029860,1611,2026-08-14T10:00:00
REF009029,PAY029863,4529,2026-08-30T07:00:00
REF009030,PAY029864,2261,2026-08-31T13:00:00
REF009031,PAY029865,2826,2026-08-22T19:00:00
REF009032,PAY029871,2319,2026-09-01T05:00:00
REF009033,PAY029872,565,2026-08-13T00:00:00
REF009034,PAY029874,2666,2026-08-27T03:00:00
REF009035,PAY029876,815,2026-08-27T17:00:00
REF009036,PAY029885,1329,2026-09-02T11:00:00
REF009037,PAY029887,97,2026-08-31T14:00:00
REF009038,PAY029889,4154,2026-08-28T07:00:00
REF009039,PAY029890,3862,2026-08-30T00:00:00
REF009040,PAY029892,775,2026-08-14T21:00:00
REF009041,PAY029900,3753,2026-08-08T00:00:00
REF009042,PAY029907,152,2026-08-26T13:00:00
REF009043,PAY029912,220,2026-08-06T20:00:00
REF009044,PAY029923,854,2026-08-26T23:00:00
REF009045,PAY029925,445,2026-08-15T02:00:00
REF009046,PAY029927,5971,2026-08-10T11:00:00
REF009047,PAY029930,2642,2026-08-19T22:00:00
REF009048,PAY029937,1140,2026-08-26T20:00:00
REF009049,PAY029939,2222,2026-08-21T10:00:00
REF009050,PAY029947,2680,2026-08-17T04:00:00
REF009051,PAY029949,613,2026-09-01T11:00:00
REF009052,PAY029950,803,2026-09-01T03:00:00
REF009053,PAY029950,803,2026-09-01T04:00:00
REF009054,PAY029951,2278,2026-08-11T09:00:00
REF009055,PAY029953,8962,2026-08-23T18:00:00
REF009056,PAY029957,3163,2026-08-24T12:00:00
REF009057,PAY029959,3989,2026-08-31T11:00:00
REF009058,PAY029961,204,2026-08-21T11:00:00
REF009059,PAY029970,1821,2026-08-14T01:00:00
REF009060,PAY029998,828,2026-08-12T04:00:00
REF009061,PAY029999,2044,2026-08-29T13:00:00
REF009062,PAY030006,3488,2026-08-15T06:00:00
REF009063,PAY030018,1006,2026-08-15T01:00:00
REF009064,PAY030022,1148,2026-08-31T03:00:00
REF009065,PAY030024,1153,2026-08-24T18:00:00
REF009066,PAY030026,7324,2026-08-21T09:00:00
REF009067,PAY030027,215,2026-09-01T22:00:00
REF009068,PAY030039,4289,2026-09-02T23:00:00
REF009069,PAY030041,51,2026-08-10T00:00:00
REF009070,PAY030043,976,2026-08-15T21:00:00
REF009071,PAY030044,1377,2026-08-09T04:00:00
REF009072,PAY030045,1972,2026-08-15T00:00:00
REF009073,PAY030049,2212,2026-08-30T21:00:00
REF009074,PAY030053,3549,2026-08-12T13:00:00
REF009075,PAY030055,3818,2026-08-21T04:00:00
REF009076,PAY030057,5964,2026-08-22T20:00:00
REF009077,PAY030059,4630,2026-09-01T04:00:00
REF009078,PAY030060,3831,2026-08-21T08:00:00
REF009079,PAY030062,2793,2026-08-13T20:00:00
REF009080,PAY030070,2121,2026-08-16T15:00:00
REF009081,PAY030073,533,2026-09-03T05:00:00
REF009082,PAY030078,960,2026-08-14T18:00:00
REF009083,PAY030079,2511,2026-08-25T10:00:00
REF009084,PAY030085,8320,2026-08-18T02:00:00
REF009085,PAY030088,2468,2026-09-03T12:00:00
REF009086,PAY030091,1563,2026-08-31T09:00:00
REF009087,PAY030098,5360,2026-08-08T01:00:00
REF009088,PAY030099,1820,2026-08-16T17:00:00
REF009089,PAY030100,822,2026-08-11T05:00:00
REF009090,PAY030101,3190,2026-08-16T21:00:00
REF009091,PAY030102,63,2026-09-02T15:00:00
REF009092,PAY030106,5184,2026-08-30T21:00:00
REF009093,PAY030109,1299,2026-08-30T10:00:00
REF009094,PAY030110,422,2026-08-19T17:00:00
REF009095,PAY030113,1295,2026-08-26T20:00:00
REF009096,PAY030116,2168,2026-08-16T00:00:00
REF009097,PAY030117,1372,2026-08-21T15:00:00
REF009098,PAY030129,962,2026-08-22T06:00:00
REF009099,PAY030130,430,2026-08-20T22:00:00
REF009100,PAY030137,955,2026-09-03T19:00:00
REF009101,PAY030144,2664,2026-08-29T10:00:00
REF009102,PAY030147,373,2026-09-02T00:00:00
REF009103,PAY030154,2573,2026-08-20T22:00:00
REF009104,PAY030161,717,2026-08-24T21:00:00
REF009105,PAY030167,2218,2026-08-21T03:00:00
REF009106,PAY030168,319,2026-08-22T15:00:00
REF009107,PAY030171,131,2026-08-29T20:00:00
REF009108,PAY030172,3436,2026-08-17T17:00:00
REF009109,PAY030177,1731,2026-09-03T20:00:00
REF009110,PAY030182,291,2026-08-09T03:00:00
REF009111,PAY030186,3497,2026-08-30T06:00:00
REF009112,PAY030192,3224,2026-08-11T07:00:00
REF009113,PAY030193,618,2026-08-09T17:00:00
REF009114,PAY030194,246,2026-08-10T08:00:00
REF009115,PAY030199,292,2026-08-27T18:00:00
REF009116,PAY030203,766,2026-08-26T00:00:00
REF009117,PAY030204,8911,2026-08-23T20:00:00
REF009118,PAY030208,249,2026-08-24T22:00:00
REF009119,PAY030215,3776,2026-09-03T05:00:00
REF009120,PAY030217,412,2026-08-31T05:00:00
REF009121,PAY030220,1088,2026-08-29T12:00:00
REF009122,PAY030224,367,2026-08-28T09:00:00
REF009123,PAY030225,1066,2026-08-12T14:00:00
REF009124,PAY030228,2732,2026-08-15T14:00:00
REF009125,PAY030232,167,2026-08-12T06:00:00
REF009126,PAY030233,429,2026-08-31T04:00:00
REF009127,PAY030235,5492,2026-08-28T10:00:00
REF009128,PAY030236,1334,2026-08-11T12:00:00
REF009129,PAY030237,1183,2026-08-22T01:00:00
REF009130,PAY030238,4641,2026-08-23T13:00:00
REF009131,PAY030239,2453,2026-08-26T00:00:00
REF009132,PAY030240,5917,2026-08-24T21:00:00
REF009133,PAY030244,6874,2026-08-15T04:00:00
REF009134,PAY030256,574,2026-08-21T04:00:00
REF009135,PAY030257,322,2026-08-22T10:00:00
REF009136,PAY030258,3503,2026-08-07T14:00:00
REF009137,PAY030261,292,2026-08-25T00:00:00
REF009138,PAY030262,580,2026-08-12T16:00:00
REF009139,PAY030269,5829,2026-08-27T22:00:00
REF009140,PAY030270,3740,2026-08-11T05:00:00
REF009141,PAY030271,1340,2026-08-18T01:00:00
REF009142,PAY030273,223,2026-08-27T03:00:00
REF009143,PAY030277,3134,2026-08-12T01:00:00
REF009144,PAY030283,686,2026-08-14T06:00:00
REF009145,PAY030288,3126,2026-09-01T11:00:00
REF009146,PAY030293,144,2026-09-03T11:00:00
REF009147,PAY030295,2302,2026-08-31T00:00:00
REF009148,PAY030296,2705,2026-08-27T15:00:00
REF009149,PAY030297,2830,2026-08-25T00:00:00
REF009150,PAY030299,2418,2026-08-19T20:00:00
REF009151,PAY030305,212,2026-08-29T19:00:00
REF009152,PAY030313,2473,2026-08-29T03:00:00
REF009153,PAY030315,252,2026-08-11T07:00:00
REF009154,PAY030326,3525,2026-08-11T05:00:00
REF009155,PAY030329,1626,2026-08-20T13:00:00
REF009156,PAY030330,2318,2026-08-14T00:00:00
REF009157,PAY030333,101,2026-09-04T02:00:00
REF009158,PAY030337,3825,2026-08-26T12:00:00
REF009159,PAY030339,1306,2026-08-21T19:00:00
REF009160,PAY030342,1254,2026-09-01T20:00:00
REF009161,PAY030346,4473,2026-08-13T22:00:00
REF009162,PAY030348,1126,2026-08-28T05:00:00
REF009163,PAY030352,745,2026-08-29T07:00:00
REF009164,PAY030353,5996,2026-08-11T15:00:00
REF009165,PAY030354,5060,2026-08-28T18:00:00
REF009166,PAY030358,216,2026-08-23T10:00:00
REF009167,PAY030359,547,2026-08-08T09:00:00
REF009168,PAY030360,1538,2026-09-01T14:00:00
REF009169,PAY030365,4130,2026-08-22T19:00:00
REF009170,PAY030366,3118,2026-08-10T03:00:00
REF009171,PAY030374,5890,2026-08-27T04:00:00
REF009172,PAY030377,1893,2026-08-12T08:00:00
REF009173,PAY030381,253,2026-08-17T15:00:00
REF009174,PAY030390,310,2026-08-31T21:00:00
REF009175,PAY030391,1517,2026-09-02T15:00:00
REF009176,PAY030392,2209,2026-08-23T23:00:00
REF009177,PAY030399,2838,2026-08-16T00:00:00
REF009178,PAY030401,7675,2026-08-18T14:00:00
REF009179,PAY030402,759,2026-08-25T08:00:00
REF009180,PAY030405,5347,2026-08-06T18:00:00
REF009181,PAY030407,991,2026-08-16T17:00:00
REF009182,PAY030410,1168,2026-08-07T16:00:00
REF009183,PAY030414,1143,2026-08-19T13:00:00
REF009184,PAY030419,1121,2026-08-16T07:00:00
REF009185,PAY030420,3084,2026-08-13T15:00:00
REF009186,PAY030421,302,2026-08-27T00:00:00
REF009187,PAY030423,1446,2026-08-23T20:00:00
REF009188,PAY030427,4827,2026-08-19T11:00:00
REF009189,PAY030431,1164,2026-08-08T08:00:00
REF009190,PAY030432,1527,2026-08-21T01:00:00
REF009191,PAY030433,495,2026-09-03T14:00:00
REF009192,PAY030434,1976,2026-08-29T19:00:00
REF009193,PAY030438,229,2026-08-19T11:00:00
REF009194,PAY030441,372,2026-08-12T03:00:00
REF009195,PAY030444,173,2026-08-19T18:00:00
REF009196,PAY030446,2722,2026-08-17T22:00:00
REF009197,PAY030447,2535,2026-08-09T00:00:00
REF009198,PAY030449,3312,2026-08-28T19:00:00
REF009199,PAY030450,54,2026-08-21T07:00:00
REF009200,PAY030454,5763,2026-09-02T05:00:00
REF009201,PAY030465,5368,2026-09-01T18:00:00
REF009202,PAY030466,4010,2026-08-21T13:00:00
REF009203,PAY030472,4737,2026-08-10T03:00:00
REF009204,PAY030473,329,2026-08-12T12:00:00
REF009205,PAY030474,370,2026-08-09T13:00:00
REF009206,PAY030483,2423,2026-09-02T09:00:00
REF009207,PAY030491,128,2026-08-15T18:00:00
REF009208,PAY030495,1160,2026-08-07T22:00:00
REF009209,PAY030498,6923,2026-08-10T18:00:00
REF009210,PAY030505,6855,2026-08-15T02:00:00
REF009211,PAY030510,893,2026-09-01T23:00:00
REF009212,PAY030513,3373,2026-08-19T09:00:00
REF009213,PAY030514,1446,2026-08-16T02:00:00
REF009214,PAY030517,1185,2026-08-22T12:00:00
REF009215,PAY030520,3911,2026-08-30T20:00:00
REF009216,PAY030522,285,2026-08-14T13:00:00
REF009217,PAY030534,2703,2026-08-22T11:00:00
REF009218,PAY030547,454,2026-08-16T16:00:00
REF009219,PAY030549,210,2026-09-02T18:00:00
REF009220,PAY030553,171,2026-08-26T07:00:00
REF009221,PAY030554,657,2026-08-13T20:00:00
REF009222,PAY030557,3352,2026-09-03T15:00:00
REF009223,PAY030561,1023,2026-08-10T16:00:00
REF009224,PAY030564,602,2026-08-22T21:00:00
REF009225,PAY030565,1874,2026-08-16T07:00:00
REF009226,PAY030571,1297,2026-08-26T22:00:00
REF009227,PAY030575,7950,2026-08-27T23:00:00
REF009228,PAY030578,4783,2026-08-14T06:00:00
REF009229,PAY030579,235,2026-08-24T05:00:00
REF009230,PAY030583,1387,2026-09-03T07:00:00
REF009231,PAY030584,1598,2026-08-09T21:00:00
REF009232,PAY030586,3452,2026-08-27T06:00:00
REF009233,PAY030587,4852,2026-08-15T02:00:00
REF009234,PAY030589,5304,2026-08-21T04:00:00
REF009235,PAY030595,229,2026-08-30T13:00:00
REF009236,PAY030597,3833,2026-09-02T08:00:00
REF009237,PAY030598,208,2026-08-31T06:00:00
REF009238,PAY030600,3236,2026-08-22T07:00:00
REF009239,PAY030602,2239,2026-08-09T00:00:00
REF009240,PAY030605,2345,2026-08-07T19:00:00
REF009241,PAY030613,2616,2026-08-18T06:00:00
REF009242,PAY030614,1405,2026-08-23T08:00:00
REF009243,PAY030617,1990,2026-08-28T09:00:00
REF009244,PAY030619,103,2026-08-07T13:00:00
REF009245,PAY030626,1080,2026-08-14T15:00:00
REF009246,PAY030629,3413,2026-08-27T22:00:00
REF009247,PAY030632,266,2026-08-21T10:00:00
REF009248,PAY030633,3200,2026-08-29T13:00:00
REF009249,PAY030634,279,2026-08-28T23:00:00
REF009250,PAY030637,234,2026-08-19T23:00:00
REF009251,PAY030641,1186,2026-08-30T21:00:00
REF009252,PAY030642,4640,2026-08-09T16:00:00
REF009253,PAY030645,1255,2026-08-18T04:00:00
REF009254,PAY030647,665,2026-09-04T00:00:00
REF009255,PAY030648,1988,2026-08-27T15:00:00
REF009256,PAY030652,3143,2026-09-02T16:00:00
REF009257,PAY030654,1637,2026-08-16T04:00:00
REF009258,PAY030656,4147,2026-08-16T02:00:00
REF009259,PAY030659,5138,2026-08-08T20:00:00
REF009260,PAY030663,456,2026-08-31T20:00:00
REF009261,PAY030669,2878,2026-08-22T21:00:00
REF009262,PAY030672,5290,2026-08-18T18:00:00
REF009263,PAY030673,2320,2026-08-11T04:00:00
REF009264,PAY030674,2256,2026-08-18T15:00:00
REF009265,PAY030676,1434,2026-08-23T22:00:00
REF009266,PAY030677,2184,2026-08-31T22:00:00
REF009267,PAY030678,1979,2026-08-07T19:00:00
REF009268,PAY030681,874,2026-08-11T16:00:00
REF009269,PAY030683,3183,2026-08-06T20:00:00
REF009270,PAY030690,735,2026-08-16T04:00:00
REF009271,PAY030694,665,2026-08-25T22:00:00
REF009272,PAY030702,229,2026-08-13T06:00:00
REF009273,PAY030704,2440,2026-08-10T22:00:00
REF009274,PAY030710,812,2026-08-08T18:00:00
REF009275,PAY030714,1282,2026-08-17T21:00:00
REF009276,PAY030717,136,2026-08-06T11:00:00
REF009277,PAY030718,6613,2026-08-30T03:00:00
REF009278,PAY030725,4796,2026-08-31T22:00:00
REF009279,PAY030730,2989,2026-08-10T19:00:00
REF009280,PAY030731,3769,2026-08-14T03:00:00
REF009281,PAY030732,574,2026-08-24T19:00:00
REF009282,PAY030735,2764,2026-08-07T00:00:00
REF009283,PAY030737,6376,2026-08-26T08:00:00
REF009284,PAY030745,153,2026-08-27T02:00:00
REF009285,PAY030747,1243,2026-08-09T12:00:00
REF009286,PAY030748,949,2026-08-23T19:00:00
REF009287,PAY030751,5494,2026-09-03T17:00:00
REF009288,PAY030754,118,2026-08-25T10:00:00
REF009289,PAY030756,4273,2026-08-29T15:00:00
REF009290,PAY030759,301,2026-08-28T19:00:00
REF009291,PAY030761,3518,2026-08-20T15:00:00
REF009292,PAY030766,715,2026-09-03T04:00:00
REF009293,PAY030769,2354,2026-08-12T19:00:00
REF009294,PAY030777,1493,2026-08-09T14:00:00
REF009295,PAY030782,4595,2026-08-23T23:00:00
REF009296,PAY030783,327,2026-08-31T05:00:00
REF009297,PAY030787,1717,2026-08-19T22:00:00
REF009298,PAY030789,2289,2026-08-13T17:00:00
REF009299,PAY030797,4250,2026-08-13T12:00:00
REF009300,PAY030800,4871,2026-08-30T14:00:00
REF009301,PAY030803,9663,2026-08-29T21:00:00
REF009302,PAY030808,1351,2026-08-10T18:00:00
REF009303,PAY030816,4295,2026-08-11T00:00:00
REF009304,PAY030826,802,2026-08-07T23:00:00
REF009305,PAY030831,1884,2026-08-24T14:00:00
REF009306,PAY030832,4229,2026-08-22T03:00:00
REF009307,PAY030836,777,2026-08-18T18:00:00
REF009308,PAY030844,4875,2026-08-15T02:00:00
REF009309,PAY030852,4342,2026-08-10T22:00:00
REF009310,PAY030853,5793,2026-09-02T10:00:00
REF009311,PAY030855,2374,2026-08-25T13:00:00
REF009312,PAY030858,1178,2026-09-01T18:00:00
REF009313,PAY030861,4323,2026-09-04T01:00:00
REF009314,PAY030862,2291,2026-08-16T23:00:00
REF009315,PAY030863,235,2026-08-27T07:00:00
REF009316,PAY030864,8883,2026-08-23T19:00:00
REF009317,PAY030870,3101,2026-09-01T15:00:00
REF009318,PAY030871,4746,2026-08-28T05:00:00
REF009319,PAY030872,1498,2026-09-01T07:00:00
REF009320,PAY030873,9382,2026-08-24T21:00:00
REF009321,PAY030879,5518,2026-08-06T23:00:00
REF009322,PAY030880,5066,2026-08-19T10:00:00
REF009323,PAY030882,2580,2026-08-09T12:00:00
REF009324,PAY030883,5925,2026-08-30T09:00:00
REF009325,PAY030884,3204,2026-08-30T07:00:00
REF009326,PAY030887,1058,2026-08-16T16:00:00
REF009327,PAY030890,445,2026-08-11T10:00:00
REF009328,PAY030901,887,2026-09-03T15:00:00
REF009329,PAY030902,741,2026-08-12T05:00:00
REF009330,PAY030903,80,2026-09-03T21:00:00
REF009331,PAY030905,1578,2026-08-10T15:00:00
REF009332,PAY030908,337,2026-08-29T02:00:00
REF009333,PAY030910,299,2026-08-09T07:00:00
REF009334,PAY030912,1956,2026-08-25T14:00:00
REF009335,PAY030915,1527,2026-08-24T21:00:00
REF009336,PAY030922,1864,2026-08-31T02:00:00
REF009337,PAY030928,1219,2026-08-31T16:00:00
REF009338,PAY030929,3397,2026-08-09T04:00:00
REF009339,PAY030935,1422,2026-08-29T08:00:00
REF009340,PAY030937,286,2026-08-26T19:00:00
REF009341,PAY030941,4674,2026-08-30T13:00:00
REF009342,PAY030945,285,2026-08-11T07:00:00
REF009343,PAY030946,6314,2026-08-17T09:00:00
REF009344,PAY030949,2283,2026-08-07T12:00:00
REF009345,PAY030952,4080,2026-08-24T15:00:00
REF009346,PAY030967,489,2026-08-13T08:00:00
REF009347,PAY030970,782,2026-08-24T16:00:00
REF009348,PAY030981,1009,2026-08-18T10:00:00
REF009349,PAY030984,372,2026-08-29T13:00:00
REF009350,PAY030985,671,2026-09-01T00:00:00
REF009351,PAY030987,1053,2026-08-14T02:00:00
REF009352,PAY030989,3166,2026-08-24T14:00:00
REF009353,PAY030991,4510,2026-08-21T11:00:00
REF009354,PAY030992,9186,2026-08-20T00:00:00
REF009355,PAY030994,3862,2026-08-30T05:00:00
REF009356,PAY030995,276,2026-08-27T12:00:00
REF009357,PAY030997,671,2026-08-08T18:00:00
REF009358,PAY030998,2328,2026-08-25T08:00:00
REF009359,PAY030999,71,2026-08-22T14:00:00
REF009360,PAY031010,4478,2026-08-21T17:00:00
REF009361,PAY031012,619,2026-09-02T02:00:00
REF009362,PAY031014,4345,2026-08-23T02:00:00
REF009363,PAY031027,3755,2026-08-18T12:00:00
REF009364,PAY031033,407,2026-08-31T23:00:00
REF009365,PAY031034,6485,2026-09-01T01:00:00
REF009366,PAY031037,4790,2026-08-08T00:00:00
REF009367,PAY031038,1470,2026-08-16T01:00:00
REF009368,PAY031041,5163,2026-09-03T08:00:00
REF009369,PAY031042,2363,2026-08-09T21:00:00
REF009370,PAY031049,5531,2026-08-11T04:00:00
REF009371,PAY031053,212,2026-08-07T09:00:00
REF009372,PAY031054,2446,2026-08-25T10:00:00
REF009373,PAY031057,1787,2026-08-11T13:00:00
REF009374,PAY031058,2760,2026-08-28T20:00:00
REF009375,PAY031059,1002,2026-09-01T20:00:00
REF009376,PAY031063,2701,2026-08-29T23:00:00
REF009377,PAY031064,993,2026-08-26T10:00:00
REF009378,PAY031067,1962,2026-08-16T08:00:00
REF009379,PAY031074,4867,2026-08-29T01:00:00
REF009380,PAY031075,517,2026-08-25T08:00:00
REF009381,PAY031080,7011,2026-08-25T00:00:00
REF009382,PAY031084,7976,2026-08-21T01:00:00
REF009383,PAY031088,4214,2026-08-27T10:00:00
REF009384,PAY031100,2793,2026-08-12T03:00:00
REF009385,PAY031101,2090,2026-08-27T15:00:00
REF009386,PAY031103,4295,2026-09-04T09:00:00
REF009387,PAY031105,690,2026-08-23T14:00:00
REF009388,PAY031106,263,2026-08-26T15:00:00
REF009389,PAY031107,4952,2026-08-16T09:00:00
REF009390,PAY031109,3051,2026-09-01T22:00:00
REF009391,PAY031111,7335,2026-08-28T13:00:00
REF009392,PAY031117,600,2026-08-24T18:00:00
REF009393,PAY031119,110,2026-08-30T21:00:00
REF009394,PAY031120,2969,2026-08-28T08:00:00
REF009395,PAY031121,1253,2026-08-21T07:00:00
REF009396,PAY031128,315,2026-08-29T14:00:00
REF009397,PAY031134,993,2026-08-25T09:00:00
REF009398,PAY031140,3808,2026-08-29T04:00:00
REF009399,PAY031142,604,2026-08-19T22:00:00
REF009400,PAY031145,5106,2026-08-20T05:00:00
REF009401,PAY031147,2785,2026-08-07T22:00:00
REF009402,PAY031149,1000,2026-08-11T07:00:00
REF009403,PAY031151,459,2026-08-24T21:00:00
REF009404,PAY031154,101,2026-08-12T14:00:00
REF009405,PAY031157,1907,2026-09-01T04:00:00
REF009406,PAY031163,5435,2026-08-23T21:00:00
