credit_id,settlement_id,amount,ts
CR031662,SET031703,40854,2026-08-16T21:00:00
CR031663,SET031704,33078,2026-08-19T06:00:00
CR031664,SET031705,41242,2026-08-27T19:00:00
CR031665,SET031706,11128,2026-08-24T23:00:00
CR031666,SET031707,11657,2026-08-19T15:00:00
CR031667,SET031708,38225,2026-08-08T14:00:00
CR031668,SET031709,41660,2026-08-29T02:00:00
CR031669,SET031710,22898,2026-08-17T16:00:00
CR031670,SET031711,16670,2026-08-08T23:00:00
CR031671,SET031712,15698,2026-08-09T20:00:00
CR031672,SET031713,10990,2026-08-25T21:00:00
CR031673,SET031714,38169,2026-08-24T02:00:00
CR031674,SET031715,24350,2026-08-13T05:00:00
CR031675,SET031716,8199,2026-08-08T06:00:00
CR031676,SET031717,12208,2026-08-27T06:00:00
CR031677,SET031718,21399,2026-08-21T18:00:00
CR031678,SET031719,14934,2026-09-02T11:00:00
CR031679,SET031720,6898,2026-08-20T19:00:00
CR031680,SET031721,44319,2026-08-30T15:00:00
CR031681,SET031722,22199,2026-08-18T08:00:00
CR031682,SET031723,15860,2026-08-27T05:00:00
CR031683,SET031724,10792,2026-08-26T21:00:00
CR031684,SET031725,5958,2026-09-04T00:00:00
CR031685,SET031726,15912,2026-08-31T08:00:00
CR031686,SET031727,17522,2026-08-08T01:00:00
CR031687,SET031728,14903,2026-08-15T01:00:00
CR031688,SET031729,33997,2026-08-29T06:00:00
CR031689,SET031730,37142,2026-08-09T11:00:00
CR031690,SET031731,27984,2026-08-11T19:00:00
CR031691,SET031732,38006,2026-08-12T17:00:00
CR031692,SET031733,6806,2026-08-06T20:00:00
CR031693,SET031734,30126,2026-09-02T02:00:00
CR031694,SET031735,3526,2026-08-09T02:00:00
CR031695,SET031736,40920,2026-08-14T14:00:00
CR031696,SET031737,27682,2026-08-27T04:00:00
CR031697,SET031738,3022,2026-08-20T23:00:00
CR031698,SET031739,29248,2026-08-17T03:00:00
CR031699,SET031740,33290,2026-08-30T06:00:00
CR031700,SET031741,3575,2026-08-23T02:00:00
CR031701,SET031742,5342,2026-09-01T13:00:00
CR031702,SET031743,31529,2026-08-22T19:00:00
CR031703,SET031744,18767,2026-08-21T10:00:00
CR031704,SET031745,24156,2026-08-31T21:00:00
CR031705,SET031746,21210,2026-08-26T20:00:00
CR031706,SET031747,1436,2026-08-17T02:00:00
CR031707,SET031748,33528,2026-08-24T17:00:00
CR031708,SET031749,43903,2026-08-26T05:00:00
CR031709,SET031750,9919,2026-08-09T04:00:00
CR031710,SET031751,28265,2026-08-12T10:00:00
CR031711,SET031752,11333,2026-08-07T00:00:00
CR031712,SET031753,16828,2026-09-04T08:00:00
CR031713,SET031754,14190,2026-08-23T03:00:00
CR031714,SET031755,5847,2026-08-14T08:00:00
CR031715,SET031756,31859,2026-08-26T04:00:00
CR031716,SET031757,27927,2026-08-08T07:00:00
CR031717,SET031758,45058,2026-08-13T04:00:00
CR031718,SET031759,41987,2026-08-19T01:00:00
CR031719,SET031760,7074,2026-08-11T06:00:00
CR031720,SET031761,2600,2026-09-01T15:00:00
CR031721,SET031762,44145,2026-08-18T21:00:00
CR031722,SET031763,28924,2026-08-08T11:00:00
CR031723,SET031764,6521,2026-08-26T15:00:00
CR031724,SET031765,39750,2026-09-01T00:00:00
CR031725,SET031766,36575,2026-08-26T12:00:00
CR031726,SET031767,6585,2026-08-23T22:00:00
CR031727,SET031768,27178,2026-08-28T16:00:00
CR031728,SET031769,9818,2026-09-03T02:00:00
CR031729,SET031770,22071,2026-08-28T12:00:00
CR031730,SET031771,12817,2026-08-20T01:00:00
CR031731,SET031772,12194,2026-08-22T09:00:00
CR031732,SET031773,16551,2026-08-07T11:00:00
CR031733,SET031774,7828,2026-08-15T21:00:00
CR031734,SET031775,25776,2026-08-26T08:00:00
CR031735,SET031776,9830,2026-09-04T08:00:00
CR031736,SET031777,46635,2026-08-28T05:00:00
CR031737,SET031778,17294,2026-08-14T14:00:00
CR031738,SET031779,45870,2026-08-14T06:00:00
CR031739,SET031780,39977,2026-08-13T19:00:00
CR031740,SET031781,27767,2026-08-17T07:00:00
CR031741,SET031782,9379,2026-09-03T10:00:00
CR031742,SET031783,39206,2026-08-25T14:00:00
CR031743,SET031784,38655,2026-09-03T02:00:00
CR031744,SET031785,14647,2026-08-19T12:00:00
CR031745,SET031786,2862,2026-08-09T21:00:00
CR031746,SET031787,7737,2026-08-21T15:00:00
CR031747,SET031788,10765,2026-08-07T20:00:00
CR031748,SET031789,11728,2026-08-30T15:00:00
CR031749,SET031790,26069,2026-08-21T14:00:00
CR031750,SET031791,34343,2026-08-10T14:00:00
CR031751,SET031792,33238,2026-08-19T12:00:00
CR031752,SET031793,37360,2026-08-14T01:00:00
CR031753,SET031794,30828,2026-08-08T07:00:00
CR031754,SET031795,22377,2026-09-02T01:00:00
CR031755,SET031796,28469,2026-08-18T14:00:00
CR031756,SET031797,6521,2026-08-28T04:00:00
CR031757,SET031798,2175,2026-08-26T08:00:00
CR031758,SET031799,22228,2026-08-15T17:00:00
CR031759,SET031800,23824,2026-08-21T02:00:00
CR031760,SET031801,42453,2026-08-07T06:00:00
CR031761,SET031802,34333,2026-08-27T05:00:00
CR031762,SET031803,10833,2026-08-20T19:00:00
CR031763,SET031804,41478,2026-08-21T00:00:00
CR031764,SET031805,23397,2026-08-11T21:00:00
CR031765,SET031806,24780,2026-08-11T04:00:00
CR031766,SET031807,30486,2026-08-31T02:00:00
CR031767,SET031808,28325,2026-08-25T04:00:00
CR031768,SET031809,25316,2026-08-25T02:00:00
CR031769,SET031810,29501,2026-08-12T21:00:00
CR031770,SET031811,40257,2026-08-12T07:00:00
CR031771,SET031812,18381,2026-09-01T21:00:00
CR031772,SET031813,16143,2026-08-12T15:00:00
CR031773,SET031814,16346,2026-08-12T16:00:00
CR031774,SET031815,20037,2026-08-07T18:00:00
CR031775,SET031816,32667,2026-08-16T14:00:00
CR031776,SET031817,26381,2026-09-03T15:00:00
CR031777,SET031818,38795,2026-08-21T09:00:00
CR031778,SET031819,29351,2026-08-27T08:00:00
CR031779,SET031820,45414,2026-08-11T07:00:00
CR031780,SET031821,31801,2026-08-22T21:00:00
CR031781,SET031822,5657,2026-08-18T21:00:00
CR031782,SET031823,23395,2026-08-13T12:00:00
CR031783,SET031824,23250,2026-08-25T04:00:00
CR031784,SET031825,44012,2026-08-20T12:00:00
CR031785,SET031826,42521,2026-09-02T17:00:00
CR031786,SET031827,32670,2026-08-30T08:00:00
CR031787,SET031828,29092,2026-08-30T01:00:00
CR031788,SET031829,41569,2026-08-20T05:00:00
CR031789,SET031830,2692,2026-08-28T10:00:00
CR031790,SET031831,23957,2026-08-08T07:00:00
CR031791,SET031832,7388,2026-08-15T02:00:00
CR031792,SET031833,42163,2026-08-09T18:00:00
CR031793,SET031834,4019,2026-08-22T17:00:00
CR031794,SET031835,29803,2026-08-24T14:00:00
CR031795,SET031836,32011,2026-08-14T23:00:00
CR031796,SET031837,36376,2026-08-26T14:00:00
CR031797,SET031838,45486,2026-08-13T00:00:00
CR031798,SET031839,14587,2026-08-26T11:00:00
CR031799,SET031840,5592,2026-08-24T03:00:00
CR031800,SET031841,39431,2026-08-17T07:00:00
CR031801,SET031842,28551,2026-08-08T23:00:00
CR031802,SET031843,36677,2026-08-06T14:00:00
CR031803,SET031844,26234,2026-08-21T19:00:00
CR031804,SET031845,20452,2026-08-18T19:00:00
CR031805,SET031846,24040,2026-08-17T07:00:00
CR031806,SET031847,36915,2026-08-31T03:00:00
CR031807,SET031848,35866,2026-08-28T13:00:00
CR031808,SET031849,5542,2026-08-30T18:00:00
CR031809,SET031850,9054,2026-08-17T12:00:00
CR031810,SET031851,21081,2026-08-10T07:00:00
CR031811,SET031852,12573,2026-08-13T21:00:00
CR031812,SET031853,11645,2026-08-21T14:00:00
CR031813,SET031854,29435,2026-08-06T21:00:00
CR031814,SET031855,16645,2026-08-13T22:00:00
CR031815,SET031856,40519,2026-08-17T18:00:00
CR031816,SET031857,45940,2026-08-06T20:00:00
CR031817,SET031858,31348,2026-09-03T13:00:00
CR031818,SET031859,17860,2026-08-08T05:00:00
CR031819,SET031860,15745,2026-08-10T18:00:00
CR031820,SET031861,1310,2026-08-25T23:00:00
CR031821,SET031862,29411,2026-08-18T22:00:00
CR031822,SET031863,22031,2026-09-03T16:00:00
CR031823,SET031864,14494,2026-08-27T20:00:00
CR031824,SET031865,44804,2026-09-04T03:00:00
CR031825,SET031866,29047,2026-08-27T23:00:00
CR031826,SET031867,39966,2026-08-28T13:00:00
CR031827,SET031868,9062,2026-08-18T11:00:00
CR031828,SET031869,10932,2026-09-03T10:00:00
CR031829,SET031870,32726,2026-08-17T20:00:00
CR031830,SET031871,8551,2026-08-24T18:00:00
CR031831,SET031872,30117,2026-09-01T17:00:00
CR031832,SET031873,44629,2026-08-07T09:00:00
CR031833,SET031874,43368,2026-08-11T00:00:00
CR031834,SET031875,42095,2026-08-31T19:00:00
CR031835,SET031876,11430,2026-09-01T01:00:00
CR031836,SET031877,14376,2026-08-26T09:00:00
CR031837,SET031878,17036,2026-08-24T02:00:00
CR031838,SET031879,8964,2026-08-29T16:00:00
CR031839,SET031880,37121,2026-08-21T17:00:00
CR031840,SET031881,6393,2026-08-14T09:00:00
CR031841,SET031882,8991,2026-08-09T17:00:00
CR031842,SET031883,31599,2026-08-10T07:00:00
CR031843,SET031884,38006,2026-08-27T20:00:00
CR031844,SET031885,33200,2026-08-13T18:00:00
CR031845,SET031886,11410,2026-08-06T15:00:00
CR031846,SET031887,39033,2026-08-13T23:00:00
CR031847,SET031888,18942,2026-08-12T08:00:00
CR031848,SET031889,30450,2026-08-15T17:00:00
CR031849,SET031890,15739,2026-08-19T12:00:00
CR031850,SET031891,39232,2026-08-20T20:00:00
CR031851,SET031892,30408,2026-08-08T03:00:00
CR031852,SET031893,22707,2026-08-28T13:00:00
CR031853,SET031894,24909,2026-08-08T05:00:00
CR031854,SET031895,19424,2026-09-03T00:00:00
CR031855,SET031896,2374,2026-08-21T05:00:00
CR031856,SET031897,28069,2026-08-10T09:00:00
CR031857,SET031898,14555,2026-08-30T03:00:00
CR031858,SET031899,17847,2026-08-08T06:00:00
CR031859,SET031900,25965,2026-08-20T09:00:00
CR031860,SET031901,8134,2026-08-12T18:00:00
CR031861,SET031902,9250,2026-08-26T02:00:00
CR031862,SET031903,43708,2026-09-04T06:00:00
CR031863,SET031904,5601,2026-08-23T21:00:00
CR031864,SET031905,13325,2026-09-02T05:00:00
CR031865,SET031906,36659,2026-08-27T17:00:00
CR031866,SET031907,26256,2026-08-11T20:00:00
CR031867,SET031908,-494,2026-08-21T11:00:00
CR031868,SET031909,18578,2026-08-31T17:00:00
CR031869,SET031910,33498,2026-08-11T05:00:00
CR031870,SET031911,13064,2026-09-04T02:00:00
CR031871,SET031912,26202,2026-08-30T15:00:00
CR031872,SET031913,41390,2026-08-12T19:00:00
CR031873,SET031914,6683,2026-08-08T21:00:00
CR031874,SET031915,32536,2026-08-14T15:00:00
CR031875,SET031916,13066,2026-08-31T12:00:00
CR031876,SET031917,28012,2026-08-13T03:00:00
CR031877,SET031918,29428,2026-08-29T01:00:00
CR031878,SET031919,6231,2026-08-07T10:00:00
CR031879,SET031920,23296,2026-08-10T15:00:00
CR031880,SET031921,37222,2026-08-23T13:00:00
CR031881,SET031922,18025,2026-08-25T09:00:00
CR031882,SET031923,6496,2026-08-30T11:00:00
CR031883,SET031924,22944,2026-08-23T03:00:00
CR031884,SET031925,11707,2026-08-13T23:00:00
CR031885,SET031927,39233,2026-08-14T01:00:00
CR031886,SET031928,36920,2026-08-13T09:00:00
CR031887,SET031929,36632,2026-08-08T22:00:00
CR031888,SET031930,21773,2026-08-11T23:00:00
CR031889,SET031931,13160,2026-08-08T20:00:00
CR031890,SET031932,27185,2026-09-01T20:00:00
CR031891,SET031933,26641,2026-08-24T08:00:00
CR031892,SET031934,10216,2026-08-07T11:00:00
CR031893,SET031935,40802,2026-08-11T17:00:00
CR031894,SET031936,26481,2026-08-10T08:00:00
CR031895,SET031937,20316,2026-08-15T12:00:00
CR031896,SET031938,34593,2026-08-17T01:00:00
CR031897,SET031939,28234,2026-08-30T22:00:00
CR031898,SET031940,31880,2026-08-30T06:00:00
CR031899,SET031941,-1122,2026-09-03T04:00:00
CR031900,SET031942,3634,2026-08-21T15:00:00
CR031901,SET031943,12309,2026-08-09T19:00:00
CR031902,SET031944,1291,2026-08-17T13:00:00
CR031903,SET031945,26621,2026-08-16T05:00:00
CR031904,SET031946,23382,2026-08-26T17:00:00
CR031905,SET031947,957,2026-08-16T01:00:00
CR031906,SET031948,37926,2026-08-11T16:00:00
CR031907,SET031949,16928,2026-08-27T19:00:00
CR031908,SET031950,38984,2026-08-28T03:00:00
CR031909,SET031951,19238,2026-09-01T16:00:00
CR031910,SET031952,39097,2026-08-26T04:00:00
CR031911,SET031953,10665,2026-08-22T20:00:00
CR031912,SET031954,24306,2026-08-22T07:00:00
CR031913,SET031955,8639,2026-08-14T20:00:00
CR031914,SET031956,46791,2026-08-28T03:00:00
CR031915,SET031957,11967,2026-08-29T18:00:00
CR031916,SET031958,33309,2026-08-27T20:00:00
CR031917,SET031959,26679,2026-08-18T18:00:00
CR031918,SET031960,35666,2026-08-22T21:00:00
CR031919,SET031961,15842,2026-08-29T19:00:00
CR031920,SET031962,10865,2026-08-08T22:00:00
CR031921,SET031963,32676,2026-08-10T10:00:00
CR031922,SET031964,9282,2026-09-01T14:00:00
CR031923,SET031965,9695,2026-08-23T01:00:00
CR031924,SET031966,39039,2026-08-23T11:00:00
CR031925,SET031967,20521,2026-08-14T01:00:00
CR031926,SET031968,25767,2026-08-11T13:00:00
CR031927,SET031969,25455,2026-08-30T15:00:00
CR031928,SET031970,29906,2026-08-12T08:00:00
CR031929,SET031971,40414,2026-09-03T06:00:00
CR031930,SET031972,28053,2026-09-02T19:00:00
CR031931,SET031973,22979,2026-08-08T02:00:00
CR031932,SET031974,39204,2026-08-22T21:00:00
CR031933,SET031975,35352,2026-08-08T15:00:00
CR031934,SET031976,22868,2026-08-15T13:00:00
CR031935,SET031977,33552,2026-08-18T14:00:00
CR031936,SET031978,8274,2026-08-19T09:00:00
CR031937,SET031979,2899,2026-08-09T01:00:00
CR031938,SET031980,9015,2026-08-28T15:00:00
CR031939,SET031981,31102,2026-08-08T02:00:00
CR031940,SET031982,14256,2026-08-20T22:00:00
CR031941,SET031983,26780,2026-09-03T11:00:00
CR031942,SET031984,26422,2026-08-06T18:00:00
CR031943,SET031985,38671,2026-08-24T17:00:00
CR031944,SET031986,14353,2026-08-10T22:00:00
CR031945,SET031987,19984,2026-08-24T17:00:00
CR031946,SET031988,15696,2026-08-22T11:00:00
CR031947,SET031989,18652,2026-08-22T19:00:00
CR031948,SET031990,3396,2026-08-20T11:00:00
CR031949,SET031991,24279,2026-08-14T23:00:00
CR031950,SET031992,32079,2026-08-12T12:00:00
CR031951,SET031993,30190,2026-08-22T11:00:00
CR031952,SET031994,44908,2026-09-03T06:00:00
CR031953,SET031995,18874,2026-09-01T06:00:00
CR031954,SET031996,17022,2026-08-09T21:00:00
CR031955,SET031997,35153,2026-08-09T04:00:00
CR031956,SET031998,19566,2026-08-14T19:00:00
CR031957,SET031999,21532,2026-08-13T17:00:00
CR031958,SET032000,39057,2026-08-21T04:00:00
CR031959,SET032001,4059,2026-08-07T12:00:00
CR031960,SET032002,16518,2026-08-22T10:00:00
CR031961,SET032003,45452,2026-08-08T21:00:00
CR031962,SET032004,26375,2026-08-13T18:00:00
CR031963,SET032005,1625,2026-08-27T01:00:00
CR031964,SET032006,45721,2026-08-27T10:00:00
CR031965,SET032007,26126,2026-08-27T07:00:00
CR031966,SET032008,2259,2026-08-24T23:00:00
CR031967,SET032009,19155,2026-08-28T20:00:00
CR031968,SET032010,42918,2026-08-07T18:00:00
CR031969,SET032011,30103,2026-08-20T17:00:00
CR031970,SET032012,42874,2026-08-30T03:00:00
CR031971,SET032013,19021,2026-08-16T18:00:00
CR031972,SET032014,19763,2026-08-28T07:00:00
CR031973,SET032015,3781,2026-09-03T05:00:00
CR031974,SET032016,12072,2026-08-19T12:00:00
CR031975,SET032017,21956,2026-09-02T05:00:00
CR031976,SET032018,30207,2026-08-20T01:00:00
CR031977,SET032019,3295,2026-08-11T04:00:00
CR031978,SET032020,23652,2026-08-08T06:00:00
CR031979,SET032021,22494,2026-08-30T00:00:00
CR031980,SET032022,16281,2026-08-17T01:00:00
CR031981,SET032023,9429,2026-08-29T02:00:00
CR031982,SET032024,10384,2026-08-29T16:00:00
CR031983,SET032025,4535,2026-08-08T14:00:00
CR031984,SET032026,45816,2026-08-17T14:00:00
CR031985,SET032027,8002,2026-08-31T19:00:00
CR031986,SET032028,30261,2026-08-25T08:00:00
CR031987,SET032029,16543,2026-08-28T03:00:00
CR031988,SET032030,2248,2026-08-18T10:00:00
CR031989,SET032031,11156,2026-08-23T15:00:00
CR031990,SET032032,21509,2026-08-12T18:00:00
CR031991,SET032033,44828,2026-08-16T04:00:00
CR031992,SET032034,28865,2026-08-07T16:00:00
CR031993,SET032035,33782,2026-08-31T19:00:00
CR031994,SET032036,5763,2026-08-16T04:00:00
CR031995,SET032037,15541,2026-08-10T13:00:00
CR031996,SET032038,11854,2026-08-11T14:00:00
CR031997,SET032039,13685,2026-09-02T22:00:00
CR031998,SET032040,2578,2026-09-03T19:00:00
CR031999,SET032041,31364,2026-08-17T23:00:00
CR032000,SET032042,8299,2026-08-21T14:00:00
CR032001,SET032043,35740,2026-08-26T15:00:00
CR032002,SET032044,2651,2026-08-16T17:00:00
CR032003,SET032045,28655,2026-08-22T03:00:00
CR032004,SET032046,25790,2026-08-18T15:00:00
CR032005,SET032047,3165,2026-08-30T14:00:00
CR032006,SET032048,13554,2026-08-18T05:00:00
CR032007,SET032049,25774,2026-08-11T11:00:00
CR032008,SET032050,21962,2026-08-12T09:00:00
CR032009,SET032051,30232,2026-08-30T05:00:00
CR032010,SET032052,35978,2026-08-12T23:00:00
CR032011,SET032053,42144,2026-08-23T14:00:00
CR032012,SET032054,8299,2026-08-24T03:00:00
CR032013,SET032055,22603,2026-08-12T13:00:00
CR032014,SET032056,44611,2026-08-09T07:00:00
CR032015,SET032057,29898,2026-08-24T03:00:00
CR032016,SET032058,1561,2026-08-18T16:00:00
CR032017,SET032059,33339,2026-08-22T11:00:00
CR032018,SET032060,8457,2026-08-06T15:00:00
CR032019,SET032061,38367,2026-09-04T01:00:00
CR032020,SET032062,36961,2026-08-16T10:00:00
CR032021,SET032063,42725,2026-08-18T06:00:00
CR032022,SET032064,46250,2026-08-20T07:00:00
CR032023,SET032065,18981,2026-08-26T10:00:00
CR032024,SET032066,23487,2026-08-24T15:00:00
CR032025,SET032067,42388,2026-08-19T10:00:00
CR032026,SET032068,34083,2026-09-01T05:00:00
CR032027,SET032069,25252,2026-08-21T20:00:00
CR032028,SET032070,5361,2026-08-20T02:00:00
CR032029,SET032071,34943,2026-08-08T18:00:00
CR032030,SET032072,2421,2026-08-13T05:00:00
CR032031,SET032073,1708,2026-08-27T18:00:00
CR032032,SET032074,39283,2026-08-22T19:00:00
CR032033,SET032075,33582,2026-08-28T01:00:00
CR032034,SET032076,29173,2026-08-12T18:00:00
CR032035,SET032077,7431,2026-08-23T01:00:00
CR032036,SET032078,36842,2026-08-26T22:00:00
CR032037,SET032079,31535,2026-08-19T20:00:00
CR032038,SET032080,13460,2026-09-02T15:00:00
CR032039,SET032081,18389,2026-09-04T08:00:00
CR032040,SET032082,6752,2026-08-06T21:00:00
CR032041,SET032083,34802,2026-08-28T03:00:00
CR032042,SET032084,20510,2026-08-07T06:00:00
CR032043,SET032085,27859,2026-08-23T14:00:00
CR032044,SET032086,19942,2026-08-21T18:00:00
CR032045,SET032087,39945,2026-08-12T22:00:00
CR032046,SET032088,3060,2026-08-12T21:00:00
CR032047,SET032089,35033,2026-08-16T14:00:00
CR032048,SET032090,19864,2026-08-07T02:00:00
CR032049,SET032091,32984,2026-08-23T18:00:00
CR032050,SET032092,38277,2026-08-26T15:00:00
CR032051,SET032093,3878,2026-09-01T01:00:00
CR032052,SET032094,26970,2026-08-29T21:00:00
CR032053,SET032095,46387,2026-09-04T01:00:00
CR032054,SET032096,14423,2026-08-07T23:00:00
CR032055,SET032097,6414,2026-08-10T20:00:00
CR032056,SET032098,25778,2026-08-21T04:00:00
CR032057,SET032099,25155,2026-08-23T05:00:00
CR032058,SET032100,1034,2026-08-10T17:00:00
CR032059,SET032101,23218,2026-08-25T23:00:00
CR032060,SET032102,13728,2026-09-03T07:00:00
CR032061,SET032103,5940,2026-08-07T00:00:00
CR032062,SET032104,40047,2026-09-04T07:00:00
CR032063,SET032105,3231,2026-08-18T14:00:00
CR032064,SET032106,35355,2026-09-03T07:00:00
CR032065,SET032107,17419,2026-08-22T09:00:00
CR032066,SET032108,34929,2026-08-16T11:00:00
CR032067,SET032109,13504,2026-08-06T20:00:00
CR032068,SET032110,36749,2026-08-10T18:00:00
CR032069,SET032111,39038,2026-08-14T13:00:00
CR032070,SET032112,21843,2026-09-03T07:00:00
CR032071,SET032113,30772,2026-08-20T09:00:00
CR032072,SET032114,13981,2026-08-29T07:00:00
CR032073,SET032115,15944,2026-08-23T07:00:00
CR032074,SET032116,40138,2026-09-01T08:00:00
CR032075,SET032117,37258,2026-08-15T01:00:00
CR032076,SET032118,25198,2026-08-28T00:00:00
CR032077,SET032119,25195,2026-08-19T14:00:00
CR032078,SET032120,22878,2026-08-11T02:00:00
CR032079,SET032121,16132,2026-08-28T13:00:00
CR032080,SET032122,23850,2026-08-07T04:00:00
CR032081,SET032123,31863,2026-08-20T08:00:00
CR032082,SET032124,21222,2026-08-26T14:00:00
CR032083,SET032125,18884,2026-09-04T06:00:00
CR032084,SET032126,7176,2026-08-16T15:00:00
CR032085,SET032127,43687,2026-08-27T11:00:00
CR032086,SET032128,1051,2026-09-01T02:00:00
CR032087,SET032129,2743,2026-08-12T10:00:00
CR032088,SET032130,8377,2026-08-18T04:00:00
CR032089,SET032131,14585,2026-08-11T04:00:00
CR032090,SET032132,22708,2026-08-16T11:00:00
CR032091,SET032133,12405,2026-08-08T00:00:00
CR032092,SET032134,20379,2026-08-11T10:00:00
CR032093,SET032135,7632,2026-08-20T02:00:00
CR032094,SET032136,24819,2026-08-31T06:00:00
CR032095,SET032137,32480,2026-08-18T15:00:00
CR032096,SET032138,38375,2026-08-06T17:00:00
CR032097,SET032139,13793,2026-08-21T11:00:00
CR032098,SET032140,46285,2026-09-03T06:00:00
CR032099,SET032141,30123,2026-08-14T23:00:00
CR032100,SET032142,2558,2026-08-18T18:00:00
CR032101,SET032143,10070,2026-08-20T17:00:00
CR032102,SET032144,24197,2026-08-10T18:00:00
CR032103,SET032145,30324,2026-08-10T03:00:00
CR032104,SET032146,43691,2026-08-30T15:00:00
CR032105,SET032147,1420,2026-08-28T15:00:00
CR032106,SET032148,9526,2026-08-16T15:00:00
CR032107,SET032149,1934,2026-08-29T04:00:00
CR032108,SET032150,4088,2026-08-22T14:00:00
CR032109,SET032151,43694,2026-08-17T10:00:00
CR032110,SET032152,13822,2026-08-24T06:00:00
CR032111,SET032153,23596,2026-08-09T18:00:00
CR032112,SET032154,32548,2026-08-26T02:00:00
CR032113,SET032155,25422,2026-08-29T05:00:00
CR032114,SET032156,44051,2026-08-07T07:00:00
CR032115,SET032157,39804,2026-08-22T07:00:00
CR032116,SET032158,13396,2026-09-03T08:00:00
CR032117,SET032159,17639,2026-09-02T18:00:00
CR032118,SET032160,30560,2026-08-27T21:00:00
CR032119,SET032161,4132,2026-09-03T00:00:00
CR032120,SET032162,39163,2026-08-30T14:00:00
CR032121,SET032163,18974,2026-08-25T19:00:00
CR032122,SET032164,15671,2026-08-18T14:00:00
CR032123,SET032165,22113,2026-08-28T18:00:00
CR032124,SET032166,46560,2026-08-07T12:00:00
CR032125,SET032167,41668,2026-09-02T10:00:00
CR032126,SET032168,1187,2026-08-07T15:00:00
CR032127,SET032169,9015,2026-08-18T21:00:00
CR032128,SET032170,1429,2026-08-10T15:00:00
CR032129,SET032171,32546,2026-08-13T16:00:00
CR032130,SET032172,28524,2026-08-27T21:00:00
CR032131,SET032173,36238,2026-09-01T01:00:00
CR032132,SET032174,3652,2026-08-19T19:00:00
CR032133,SET032175,30751,2026-08-17T06:00:00
CR032134,SET032176,27396,2026-08-28T21:00:00
CR032135,SET032177,5859,2026-08-09T21:00:00
CR032136,SET032178,1770,2026-08-13T15:00:00
CR032137,SET032179,16165,2026-08-23T13:00:00
CR032138,SET032180,3407,2026-09-01T16:00:00
CR032139,SET032181,30495,2026-08-12T18:00:00
CR032140,SET032182,20185,2026-08-31T18:00:00
CR032141,SET032183,41328,2026-08-26T10:00:00
CR032142,SET032184,25582,2026-09-03T16:00:00
CR032143,SET032185,32294,2026-08-13T03:00:00
CR032144,SET032186,20557,2026-08-16T03:00:00
CR032145,SET032187,8564,2026-08-28T21:00:00
CR032146,SET032188,1852,2026-09-01T06:00:00
CR032147,SET032189,2034,2026-08-27T20:00:00
CR032148,SET032190,3020,2026-08-30T14:00:00
CR032149,SET032191,32098,2026-08-09T18:00:00
CR032150,SET032192,26515,2026-08-15T19:00:00
CR032151,SET032193,20985,2026-08-12T16:00:00
CR032152,SET032194,7477,2026-08-11T02:00:00
CR032153,SET032195,2249,2026-08-13T18:00:00
CR032154,SET032196,26062,2026-08-24T13:00:00
CR032155,SET032197,29198,2026-08-21T20:00:00
CR032156,SET032198,28520,2026-09-03T11:00:00
CR032157,SET032199,39344,2026-08-15T11:00:00
CR032158,SET032200,12838,2026-08-23T20:00:00
CR032159,SET032201,19870,2026-08-07T12:00:00
CR032160,SET032202,33713,2026-08-09T18:00:00
CR032161,SET032203,9687,2026-08-24T18:00:00
CR032162,SET032204,16607,2026-08-20T20:00:00
CR032163,SET032205,30989,2026-08-18T01:00:00
CR032164,SET032206,40802,2026-09-04T08:00:00
CR032165,SET032207,45989,2026-08-30T11:00:00
CR032166,SET032208,24237,2026-08-20T19:00:00
CR032167,SET032209,32629,2026-09-04T05:00:00
CR032168,SET032210,19309,2026-08-11T16:00:00
CR032169,SET032211,38477,2026-08-09T07:00:00
CR032170,SET032212,39594,2026-08-27T00:00:00
CR032171,SET032213,30932,2026-08-21T07:00:00
CR032172,SET032214,24429,2026-08-21T21:00:00
CR032173,SET032215,19997,2026-08-13T07:00:00
CR032174,SET032216,29747,2026-08-10T08:00:00
CR032175,SET032217,25722,2026-08-28T00:00:00
CR032176,SET032218,3929,2026-08-08T20:00:00
CR032177,SET032219,34498,2026-08-28T18:00:00
CR032178,SET032220,39896,2026-08-16T12:00:00
CR032179,SET032221,25042,2026-09-02T12:00:00
CR032180,SET032222,16465,2026-08-09T05:00:00
CR032181,SET032223,12189,2026-08-11T16:00:00
CR032182,SET032224,6930,2026-08-30T14:00:00
CR032183,SET032225,19377,2026-08-11T23:00:00
CR032184,SET032226,5711,2026-08-14T19:00:00
CR032185,SET032227,35821,2026-08-22T07:00:00
CR032186,SET032228,28320,2026-08-25T22:00:00
CR032187,SET032229,16515,2026-08-08T12:00:00
CR032188,SET032230,34770,2026-09-03T18:00:00
CR032189,SET032231,30928,2026-08-17T13:00:00
CR032190,SET032232,4100,2026-08-28T06:00:00
CR032191,SET032233,16533,2026-08-10T13:00:00
CR032192,SET032234,8164,2026-08-09T18:00:00
CR032193,SET032235,30285,2026-08-28T11:00:00
CR032194,SET032236,17812,2026-08-22T13:00:00
CR032195,SET032237,29688,2026-08-31T08:00:00
CR032196,SET032239,44329,2026-08-21T07:00:00
CR032197,SET032240,25020,2026-08-09T15:00:00
CR032198,SET032241,20766,2026-08-08T17:00:00
