payment_id,order_id,amount,status,method,ts
PAY028835,O028792,31263,settled,wallet,2026-09-02T02:00:00
PAY028836,O028793,14414,settled,card,2026-08-17T05:00:00
PAY028837,O028794,4769,settled,ach,2026-09-01T22:00:00
PAY028838,O028795,41433,settled,ach,2026-08-24T09:00:00
PAY028839,O028796,31580,settled,ach,2026-08-10T17:00:00
PAY028840,O028797,26918,settled,wire,2026-08-21T20:00:00
PAY028841,O028798,7757,settled,ach,2026-08-22T11:00:00
PAY028842,O028799,47231,settled,wallet,2026-08-11T08:00:00
PAY028843,O028800,5077,settled,card,2026-08-23T12:00:00
PAY028844,O028801,9028,settled,wire,2026-08-08T09:00:00
PAY028845,O028802,47270,settled,card,2026-08-20T07:00:00
PAY028846,O028803,33250,settled,wallet,2026-08-21T18:00:00
PAY028847,O028804,11123,settled,ach,2026-09-02T21:00:00
PAY028848,O028805,16140,settled,wire,2026-08-17T15:00:00
PAY028849,O028806,12657,settled,ach,2026-08-17T05:00:00
PAY028850,O028807,1589,settled,wallet,2026-08-09T05:00:00
PAY028851,O028808,16527,settled,card,2026-08-13T02:00:00
PAY028852,O028809,31538,settled,ach,2026-08-28T22:00:00
PAY028853,O028810,24819,settled,wallet,2026-08-29T20:00:00
PAY028854,O028811,38450,settled,ach,2026-08-12T21:00:00
PAY028855,O028812,46780,settled,ach,2026-08-14T20:00:00
PAY028856,O028813,36904,settled,ach,2026-08-30T23:00:00
PAY028857,O028814,35881,settled,wire,2026-08-17T21:00:00
PAY028858,O028815,30951,settled,wallet,2026-08-11T12:00:00
PAY028859,O028816,42113,settled,card,2026-08-25T18:00:00
PAY028860,O028817,25941,settled,ach,2026-08-21T01:00:00
PAY028861,O028818,11510,settled,wire,2026-08-20T15:00:00
PAY028862,O028819,27473,settled,wallet,2026-08-09T15:00:00
PAY028863,O028820,47428,settled,wallet,2026-08-08T09:00:00
PAY028864,O028821,35550,settled,wallet,2026-08-16T18:00:00
PAY028865,O028822,3903,settled,card,2026-08-21T13:00:00
PAY028866,O028823,5512,settled,card,2026-08-24T12:00:00
PAY028867,O028824,3857,settled,wallet,2026-08-29T09:00:00
PAY028868,O028825,7718,settled,ach,2026-08-14T19:00:00
PAY028869,O028826,25251,settled,card,2026-09-03T21:00:00
PAY028870,O028827,2339,settled,wire,2026-08-21T07:00:00
PAY028871,O028828,46486,settled,wire,2026-08-12T15:00:00
PAY028872,O028829,43123,settled,card,2026-08-20T21:00:00
PAY028873,O028830,17809,settled,wallet,2026-08-31T09:00:00
PAY028874,O028831,18636,settled,wire,2026-08-24T14:00:00
PAY028875,O028832,24877,settled,ach,2026-08-08T08:00:00
PAY028876,O028833,4224,settled,card,2026-08-09T04:00:00
PAY028877,O028834,11897,settled,ach,2026-08-08T03:00:00
PAY028878,O028835,47150,settled,wallet,2026-08-31T20:00:00
PAY028879,O028836,31720,settled,ach,2026-08-27T20:00:00
PAY028880,O028837,45976,settled,wallet,2026-08-17T01:00:00
PAY028881,O028838,3118,settled,card,2026-08-27T15:00:00
PAY028882,O028839,43333,settled,wire,2026-08-15T00:00:00
PAY028883,O028840,40850,settled,ach,2026-08-25T17:00:00
PAY028884,O028841,26280,settled,wire,2026-08-10T23:00:00
PAY028885,O028842,12775,settled,wire,2026-08-27T00:00:00
PAY028886,O028843,7428,settled,wallet,2026-08-22T16:00:00
PAY028887,O028844,31792,settled,card,2026-08-15T01:00:00
PAY028888,O028845,34482,settled,card,2026-09-02T03:00:00
PAY028889,O028846,44467,settled,wallet,2026-08-23T12:00:00
PAY028890,O028847,27846,settled,card,2026-08-12T13:00:00
PAY028891,O028848,39432,settled,wire,2026-08-30T16:00:00
PAY028892,O028849,19050,settled,ach,2026-08-15T07:00:00
PAY028893,O028850,20645,settled,ach,2026-08-16T21:00:00
PAY028894,O028851,35729,settled,card,2026-08-15T10:00:00
PAY028895,O028852,17015,settled,card,2026-08-19T10:00:00
PAY028896,O028853,34081,settled,card,2026-08-23T03:00:00
PAY028897,O028854,38427,settled,wire,2026-08-10T16:00:00
PAY028898,O028855,42926,settled,wire,2026-08-30T04:00:00
PAY028899,O028856,29550,settled,card,2026-09-01T17:00:00
PAY028900,O028857,5501,settled,wire,2026-08-09T19:00:00
PAY028901,O028858,8806,settled,wallet,2026-08-31T15:00:00
PAY028902,O028859,12266,settled,wire,2026-08-13T04:00:00
PAY028903,O028860,8040,settled,card,2026-08-14T00:00:00
PAY028904,O028861,28832,settled,ach,2026-08-22T19:00:00
PAY028905,O028862,39095,settled,wire,2026-08-17T02:00:00
PAY028906,O028863,12286,settled,card,2026-08-31T14:00:00
PAY028907,O028864,38756,settled,ach,2026-08-07T04:00:00
PAY028908,O028865,30979,settled,ach,2026-09-03T02:00:00
PAY028909,O028866,12701,settled,ach,2026-08-25T23:00:00
PAY028910,O028867,7887,settled,wire,2026-08-12T11:00:00
PAY028911,O028868,38172,settled,wallet,2026-08-24T08:00:00
PAY028912,O028869,12338,settled,card,2026-08-26T14:00:00
PAY028913,O028870,12050,settled,ach,2026-08-20T20:00:00
PAY028914,O028871,46005,settled,wire,2026-09-03T11:00:00
PAY028915,O028872,28723,settled,wire,2026-08-12T22:00:00
PAY028916,O028873,19818,settled,ach,2026-08-11T10:00:00
PAY028917,O028874,35297,settled,card,2026-09-01T10:00:00
PAY028918,O028875,10294,settled,wallet,2026-08-24T18:00:00
PAY028919,O028876,40716,settled,card,2026-08-12T09:00:00
PAY028920,O028877,43120,settled,ach,2026-08-09T18:00:00
PAY028921,O028878,30632,settled,wire,2026-08-11T02:00:00
PAY028922,O028879,9418,settled,wallet,2026-08-13T02:00:00
PAY028923,O028880,26802,settled,card,2026-08-11T06:00:00
PAY028924,O028881,46241,settled,wire,2026-08-23T11:00:00
PAY028925,O028882,45180,settled,wallet,2026-08-21T11:00:00
PAY028926,O028883,23353,settled,ach,2026-08-15T04:00:00
PAY028927,O028884,23431,settled,card,2026-08-26T07:00:00
PAY028928,O028885,12420,settled,wire,2026-08-11T00:00:00
PAY028929,O028886,19401,settled,wallet,2026-08-13T13:00:00
PAY028930,O028887,30462,settled,wallet,2026-09-01T11:00:00
PAY028931,O028888,30414,settled,ach,2026-08-20T22:00:00
PAY028932,O028889,13810,settled,wallet,2026-08-16T09:00:00
PAY028933,O028890,12914,settled,wire,2026-08-13T23:00:00
PAY028934,O028891,2081,settled,ach,2026-08-20T15:00:00
PAY028935,O028892,21790,settled,ach,2026-08-25T12:00:00
PAY028936,O028893,40599,settled,card,2026-08-09T08:00:00
PAY028937,O028894,45818,settled,wallet,2026-08-11T10:00:00
PAY028938,O028895,6410,settled,ach,2026-08-17T00:00:00
PAY028939,O028896,7106,settled,ach,2026-08-23T19:00:00
PAY028940,O028897,12378,settled,wallet,2026-08-19T21:00:00
PAY028941,O028898,15691,settled,wire,2026-08-15T11:00:00
PAY028942,O028899,41069,settled,wire,2026-08-06T11:00:00
PAY028943,O028900,23515,settled,wire,2026-08-21T13:00:00
PAY028944,O028901,12551,settled,ach,2026-08-09T07:00:00
PAY028945,O028902,10877,settled,ach,2026-08-09T05:00:00
PAY028946,O028903,27116,settled,ach,2026-08-21T14:00:00
PAY028947,O028904,7640,settled,wallet,2026-08-07T09:00:00
PAY028948,O028905,42329,settled,wire,2026-08-15T02:00:00
PAY028949,O028906,45366,settled,wallet,2026-08-08T01:00:00
PAY028950,O028907,37637,settled,ach,2026-08-31T15:00:00
PAY028951,O028908,1445,settled,ach,2026-08-17T17:00:00
PAY028952,O028909,43610,settled,card,2026-08-27T15:00:00
PAY028953,O028910,32068,settled,wire,2026-08-22T04:00:00
PAY028954,O028911,27573,settled,wallet,2026-08-23T08:00:00
PAY028955,O028912,41729,settled,wallet,2026-08-27T11:00:00
PAY028956,O028913,17331,settled,ach,2026-08-15T00:00:00
PAY028957,O028914,41289,settled,wallet,2026-08-06T09:00:00
PAY028958,O028915,25653,settled,wallet,2026-08-23T23:00:00
PAY028959,O028916,1286,settled,wire,2026-08-20T08:00:00
PAY028960,O028917,45328,settled,card,2026-08-14T14:00:00
PAY028961,O028918,26020,settled,ach,2026-08-16T11:00:00
PAY028962,O028919,47619,settled,wire,2026-08-27T05:00:00
PAY028963,O028920,39392,settled,ach,2026-08-27T16:00:00
PAY028964,O028921,10640,settled,card,2026-08-17T07:00:00
PAY028965,O028922,32642,settled,card,2026-08-10T15:00:00
PAY028966,O028923,19073,settled,card,2026-08-19T16:00:00
PAY028967,O028924,44965,settled,card,2026-08-18T19:00:00
PAY028968,O028925,20974,settled,card,2026-08-14T02:00:00
PAY028969,O028926,25214,settled,card,2026-09-02T12:00:00
PAY028970,O028927,7773,settled,wire,2026-08-20T14:00:00
PAY028971,O028928,37974,settled,wallet,2026-08-28T21:00:00
PAY028972,O028929,43098,settled,wallet,2026-09-03T03:00:00
PAY028973,O028930,43125,settled,card,2026-08-31T00:00:00
PAY028974,O028931,10475,settled,ach,2026-08-26T01:00:00
PAY028975,O028932,5536,settled,wire,2026-08-07T05:00:00
PAY028976,O028933,12276,settled,wallet,2026-08-18T01:00:00
PAY028977,O028934,3819,settled,wallet,2026-08-17T02:00:00
PAY028978,O028935,21880,settled,ach,2026-08-15T05:00:00
PAY028979,O028936,2554,settled,wire,2026-08-27T09:00:00
PAY028980,O028937,29707,settled,wallet,2026-09-02T12:00:00
PAY028981,O028938,31396,settled,ach,2026-08-08T14:00:00
PAY028982,O028939,28518,settled,ach,2026-08-28T02:00:00
PAY028983,O028940,25378,settled,wallet,2026-08-10T23:00:00
PAY028984,O028941,13516,settled,ach,2026-08-19T20:00:00
PAY028985,O028942,3684,settled,card,2026-08-10T09:00:00
PAY028986,O028943,12187,settled,ach,2026-08-23T09:00:00
PAY028987,O028944,20193,settled,wire,2026-08-15T09:00:00
PAY028988,O028945,12415,settled,wallet,2026-08-08T23:00:00
PAY028989,O028946,28046,settled,ach,2026-08-31T09:00:00
PAY028990,O028947,23252,settled,wallet,2026-08-24T09:00:00
PAY028991,O028948,1724,settled,ach,2026-08-19T17:00:00
PAY028992,O028949,11723,settled,wallet,2026-08-22T06:00:00
PAY028993,O028950,21846,settled,wallet,2026-08-16T01:00:00
PAY028994,O028951,24030,settled,card,2026-08-11T07:00:00
PAY028995,O028952,40200,settled,ach,2026-08-09T05:00:00
PAY028996,O028953,40118,settled,wire,2026-08-22T07:00:00
PAY028997,O028954,30486,settled,wallet,2026-08-14T00:00:00
PAY028998,O028955,24289,settled,wallet,2026-08-25T16:00:00
PAY028999,O028956,10832,settled,wire,2026-08-07T19:00:00
PAY029000,O028957,21422,settled,wallet,2026-08-11T10:00:00
PAY029001,O028958,45312,settled,wallet,2026-09-04T00:00:00
PAY029002,O028959,28453,settled,ach,2026-08-31T13:00:00
PAY029003,O028960,16063,settled,wire,2026-08-14T20:00:00
PAY029004,O028961,31959,settled,wire,2026-08-29T06:00:00
PAY029005,O028962,18237,settled,ach,2026-08-25T08:00:00
PAY029006,O028963,18165,settled,wallet,2026-08-19T18:00:00
PAY029007,O028964,29960,settled,ach,2026-08-13T04:00:00
PAY029008,O028965,35135,settled,wire,2026-08-28T19:00:00
PAY029009,O028966,39690,settled,card,2026-08-24T08:00:00
PAY029010,O028967,36687,settled,card,2026-08-18T09:00:00
PAY029011,O028968,40765,settled,wallet,2026-09-02T20:00:00
PAY029012,O028969,22345,settled,card,2026-08-31T05:00:00
PAY029013,O028970,41032,settled,wallet,2026-09-02T02:00:00
PAY029014,O028971,25127,settled,wire,2026-09-03T20:00:00
PAY029015,O028972,35939,settled,ach,2026-08-26T10:00:00
PAY029016,O028973,12615,settled,card,2026-08-15T20:00:00
PAY029017,O028974,38299,settled,wire,2026-08-21T07:00:00
PAY029018,O028975,38441,settled,wire,2026-08-11T13:00:00
PAY029019,O028976,1057,settled,card,2026-08-07T11:00:00
PAY029020,O028977,39014,settled,wire,2026-08-15T12:00:00
PAY029021,O028978,23679,settled,card,2026-08-11T21:00:00
PAY029022,O028979,21062,settled,wire,2026-08-30T02:00:00
PAY029023,O028980,6355,settled,wire,2026-08-21T20:00:00
PAY029024,O028981,18455,settled,wallet,2026-09-03T20:00:00
PAY029025,O028982,33567,settled,wire,2026-08-09T09:00:00
PAY029026,O028983,47624,settled,ach,2026-08-19T20:00:00
PAY029027,O028984,28120,settled,ach,2026-08-27T02:00:00
PAY029028,O028985,26224,settled,wire,2026-09-03T22:00:00
PAY029029,O028986,9218,settled,wire,2026-08-08T07:00:00
PAY029030,O028987,43412,settled,ach,2026-08-27T06:00:00
PAY029031,O028988,32188,settled,wallet,2026-08-17T17:00:00
PAY029032,O028989,29406,settled,wire,2026-08-14T02:00:00
PAY029033,O028990,17075,settled,card,2026-08-13T12:00:00
PAY029034,O028991,10835,settled,card,2026-09-02T00:00:00
PAY029035,O028992,3165,settled,wallet,2026-08-09T20:00:00
PAY029036,O028993,3903,settled,wallet,2026-08-28T12:00:00
PAY029037,O028994,37227,settled,wire,2026-08-29T18:00:00
PAY029038,O028995,1509,settled,wire,2026-08-23T10:00:00
PAY029039,O028996,32713,settled,card,2026-08-07T18:00:00
PAY029040,O028997,15509,settled,ach,2026-08-24T06:00:00
PAY029041,O028998,19205,settled,card,2026-08-21T15:00:00
PAY029042,O028999,16873,settled,wire,2026-08-26T07:00:00
PAY029043,O029000,13555,settled,card,2026-08-13T05:00:00
PAY029044,O029001,10770,settled,wire,2026-08-07T22:00:00
PAY029045,O029002,19095,settled,wallet,2026-08-30T21:00:00
PAY029046,O029003,42976,settled,ach,2026-08-28T17:00:00
PAY029047,O029004,41861,settled,wire,2026-08-21T03:00:00
PAY029048,O029005,30687,settled,wire,2026-08-15T23:00:00
PAY029049,O029006,36871,settled,wire,2026-08-21T14:00:00
PAY029050,O029007,22286,settled,ach,2026-08-20T23:00:00
PAY029051,O029008,3475,settled,wire,2026-08-27T10:00:00
PAY029052,O029009,38582,settled,ach,2026-08-20T22:00:00
PAY029053,O029010,10190,settled,wire,2026-08-12T07:00:00
PAY029054,O029011,13947,settled,wire,2026-08-27T13:00:00
PAY029055,O029012,24560,settled,wire,2026-08-20T04:00:00
PAY029056,O029013,3651,settled,wire,2026-08-31T15:00:00
PAY029057,O029014,43579,settled,ach,2026-09-03T00:00:00
PAY029058,O029015,31496,settled,card,2026-08-28T18:00:00
PAY029059,O029016,9476,settled,ach,2026-08-22T08:00:00
PAY029060,O029017,14775,settled,card,2026-08-30T11:00:00
PAY029061,O029018,1727,settled,card,2026-08-15T06:00:00
PAY029062,O029019,44270,settled,wallet,2026-08-20T11:00:00
PAY029063,O029020,42809,settled,ach,2026-09-01T19:00:00
PAY029064,O029021,35093,settled,card,2026-08-18T20:00:00
PAY029065,O029022,25811,settled,wallet,2026-08-27T18:00:00
PAY029066,O029023,33396,settled,card,2026-08-31T22:00:00
PAY029067,O029024,1141,settled,wallet,2026-08-13T14:00:00
PAY029068,O029025,17026,settled,wallet,2026-08-12T19:00:00
PAY029069,O029026,16731,settled,card,2026-08-31T20:00:00
PAY029070,O029027,43588,settled,wallet,2026-08-08T03:00:00
PAY029071,O029028,43877,settled,ach,2026-08-08T20:00:00
PAY029072,O029029,17782,settled,wire,2026-08-11T12:00:00
PAY029073,O029030,25699,settled,card,2026-08-15T06:00:00
PAY029074,O029031,1481,settled,wire,2026-08-24T16:00:00
PAY029075,O029032,28679,settled,wallet,2026-08-13T11:00:00
PAY029076,O029033,36411,settled,wallet,2026-08-09T17:00:00
PAY029077,O029034,3329,settled,wallet,2026-08-17T00:00:00
PAY029078,O029035,30901,settled,wire,2026-08-10T13:00:00
PAY029079,O029036,22662,settled,ach,2026-08-23T23:00:00
PAY029080,O029037,20474,settled,wallet,2026-08-08T19:00:00
PAY029081,O029038,29050,settled,card,2026-08-16T00:00:00
PAY029082,O029039,39034,settled,wire,2026-08-18T15:00:00
PAY029083,O029040,44187,settled,wallet,2026-08-27T03:00:00
PAY029084,O029041,14736,settled,card,2026-08-17T00:00:00
PAY029085,O029042,44877,settled,card,2026-08-21T03:00:00
PAY029086,O029043,11271,settled,wire,2026-08-16T13:00:00
PAY029087,O029044,23381,settled,wire,2026-08-25T06:00:00
PAY029088,O029045,7650,settled,wire,2026-08-22T02:00:00
PAY029089,O029046,25845,settled,card,2026-08-09T07:00:00
PAY029090,O029047,19103,settled,wallet,2026-08-28T18:00:00
PAY029091,O029048,41954,settled,wire,2026-09-01T22:00:00
PAY029092,O029049,2847,settled,wire,2026-08-16T12:00:00
PAY029093,O029050,3663,settled,wire,2026-09-02T13:00:00
PAY029094,O029051,42121,settled,card,2026-08-16T09:00:00
PAY029095,O029052,11424,settled,wallet,2026-09-04T00:00:00
PAY029096,O029053,25131,settled,wire,2026-09-04T01:00:00
PAY029097,O029054,28954,settled,ach,2026-09-02T07:00:00
PAY029098,O029055,44134,settled,ach,2026-08-25T02:00:00
PAY029099,O029056,13475,settled,ach,2026-08-07T10:00:00
PAY029100,O029057,39632,settled,wire,2026-08-13T16:00:00
PAY029101,O029058,5718,settled,wire,2026-08-29T09:00:00
PAY029102,O029059,35641,settled,wallet,2026-08-13T23:00:00
PAY029103,O029060,20826,settled,ach,2026-08-28T09:00:00
PAY029104,O029061,21950,settled,wire,2026-08-16T02:00:00
PAY029105,O029062,16804,settled,ach,2026-09-03T19:00:00
PAY029106,O029063,6385,settled,wire,2026-08-13T09:00:00
PAY029107,O029064,15839,settled,wallet,2026-08-18T09:00:00
PAY029108,O029065,26735,settled,ach,2026-08-08T03:00:00
PAY029109,O029066,38987,settled,wallet,2026-08-19T16:00:00
PAY029110,O029067,9075,settled,wire,2026-08-25T09:00:00
PAY029111,O029068,39462,settled,wallet,2026-08-18T21:00:00
PAY029112,O029069,38097,settled,ach,2026-08-15T11:00:00
PAY029113,O029070,44594,settled,wire,2026-09-04T02:00:00
PAY029114,O029071,40643,settled,wire,2026-08-09T00:00:00
PAY029115,O029072,18092,settled,wire,2026-09-01T20:00:00
PAY029116,O029073,18095,settled,ach,2026-08-10T16:00:00
PAY029117,O029074,6081,settled,ach,2026-08-31T05:00:00
PAY029118,O029075,10655,settled,ach,2026-08-19T17:00:00
PAY029119,O029076,23061,settled,wallet,2026-08-07T03:00:00
PAY029120,O029077,44400,settled,wallet,2026-09-01T13:00:00
PAY029121,O029078,33603,settled,wallet,2026-08-28T11:00:00
PAY029122,O029079,4745,settled,wire,2026-08-30T05:00:00
PAY029123,O029080,18442,settled,ach,2026-08-21T12:00:00
PAY029124,O029081,17455,settled,card,2026-08-13T04:00:00
PAY029125,O029082,3938,settled,ach,2026-08-08T04:00:00
PAY029126,O029083,13954,settled,wire,2026-08-12T06:00:00
PAY029127,O029084,23000,settled,card,2026-08-14T16:00:00
PAY029128,O029085,22679,settled,ach,2026-08-20T09:00:00
PAY029129,O029086,30727,settled,wire,2026-08-25T16:00:00
PAY029130,O029087,41855,settled,wire,2026-08-18T14:00:00
PAY029131,O029088,29609,settled,wallet,2026-09-02T23:00:00
PAY029132,O029089,34636,settled,wallet,2026-08-07T10:00:00
PAY029133,O029090,15238,settled,ach,2026-08-28T17:00:00
PAY029134,O029091,38939,settled,ach,2026-08-10T22:00:00
PAY029135,O029092,25954,settled,ach,2026-08-07T13:00:00
PAY029136,O029093,28587,settled,card,2026-08-29T11:00:00
PAY029137,O029094,15122,settled,wire,2026-08-12T05:00:00
PAY029138,O029095,27465,settled,wallet,2026-09-01T12:00:00
PAY029139,O029096,23656,settled,card,2026-08-28T13:00:00
PAY029140,O029097,39338,settled,wallet,2026-08-11T10:00:00
PAY029141,O029098,42201,settled,card,2026-08-26T04:00:00
PAY029142,O029099,17066,settled,card,2026-08-27T15:00:00
PAY029143,O029100,35545,settled,ach,2026-08-13T10:00:00
PAY029144,O029101,35050,settled,card,2026-08-19T20:00:00
PAY029145,O029102,1334,settled,wallet,2026-08-26T19:00:00
PAY029146,O029102,1334,settled,wallet,2026-08-26T19:00:00
PAY029147,O029103,13290,settled,wallet,2026-08-16T11:00:00
PAY029148,O029104,35257,settled,wallet,2026-08-21T04:00:00
PAY029149,O029105,28241,settled,card,2026-08-09T23:00:00
PAY029150,O029106,43283,settled,card,2026-08-11T20:00:00
PAY029151,O029107,31934,settled,ach,2026-08-07T17:00:00
PAY029152,O029108,33600,settled,wallet,2026-08-14T20:00:00
PAY029153,O029109,40502,settled,card,2026-08-06T08:00:00
PAY029154,O029110,7068,settled,wallet,2026-09-03T16:00:00
PAY029155,O029111,6185,settled,wire,2026-08-15T06:00:00
PAY029156,O029112,2566,settled,ach,2026-08-30T23:00:00
PAY029157,O029113,20777,settled,wire,2026-08-31T22:00:00
PAY029158,O029114,34916,settled,card,2026-09-02T22:00:00
PAY029159,O029115,33710,settled,ach,2026-08-09T21:00:00
PAY029160,O029116,42685,settled,card,2026-08-06T12:00:00
PAY029161,O029117,9869,settled,wallet,2026-08-24T14:00:00
PAY029162,O029118,10227,settled,wallet,2026-08-29T04:00:00
PAY029163,O029119,17434,settled,wire,2026-09-03T21:00:00
PAY029164,O029120,44768,settled,wallet,2026-08-09T00:00:00
PAY029165,O029121,4523,settled,wallet,2026-09-01T08:00:00
PAY029166,O029122,44348,settled,wire,2026-08-19T12:00:00
PAY029167,O029123,41324,settled,card,2026-08-14T09:00:00
PAY029168,O029124,30293,settled,wallet,2026-08-30T11:00:00
PAY029169,O029125,38183,settled,card,2026-08-19T08:00:00
PAY029170,O029126,42137,settled,wallet,2026-08-11T08:00:00
PAY029171,O029127,20650,settled,wire,2026-08-23T08:00:00
PAY029172,O029128,25516,settled,wallet,2026-08-30T16:00:00
PAY029173,O029129,39503,settled,wire,2026-08-09T22:00:00
PAY029174,O029130,25046,settled,card,2026-08-19T12:00:00
PAY029175,O029131,26520,settled,wire,2026-08-23T14:00:00
PAY029176,O029132,41025,settled,wire,2026-08-27T17:00:00
PAY029177,O029133,21198,settled,wire,2026-08-11T12:00:00
PAY029178,O029134,37201,settled,card,2026-08-31T02:00:00
PAY029179,O029135,31108,settled,ach,2026-09-02T11:00:00
PAY029180,O029136,42145,settled,card,2026-08-28T21:00:00
PAY029181,O029137,39465,settled,card,2026-08-13T16:00:00
PAY029182,O029138,36143,settled,card,2026-08-20T09:00:00
PAY029183,O029139,25707,settled,card,2026-08-13T08:00:00
PAY029184,O029140,36628,settled,wire,2026-08-22T00:00:00
PAY029185,O029141,43733,settled,card,2026-08-27T11:00:00
PAY029186,O029142,38610,settled,card,2026-08-30T04:00:00
PAY029187,O029143,46147,settled,card,2026-08-30T15:00:00
PAY029188,O029144,41089,settled,ach,2026-08-24T01:00:00
PAY029189,O029145,6339,settled,ach,2026-09-02T19:00:00
PAY029190,O029146,42475,settled,wire,2026-08-23T14:00:00
PAY029191,O029147,9257,settled,wire,2026-09-03T07:00:00
PAY029192,O029148,12919,settled,wire,2026-08-31T16:00:00
PAY029193,O029149,30096,settled,wire,2026-08-08T04:00:00
PAY029194,O029150,14950,settled,card,2026-09-01T06:00:00
PAY029195,O029151,23861,settled,ach,2026-08-17T16:00:00
PAY029196,O029152,4411,settled,ach,2026-08-30T08:00:00
PAY029197,O029153,28162,settled,ach,2026-08-13T04:00:00
PAY029198,O029154,30245,settled,wire,2026-08-21T00:00:00
PAY029199,O029155,1391,settled,card,2026-08-16T04:00:00
PAY029200,O029156,34909,settled,card,2026-09-02T17:00:00
PAY029201,O029157,46719,settled,ach,2026-08-19T00:00:00
PAY029202,O029158,21727,settled,card,2026-08-31T09:00:00
PAY029203,O029159,3991,settled,wire,2026-08-10T12:00:00
PAY029204,O029160,34565,settled,ach,2026-08-31T12:00:00
PAY029205,O029161,20862,settled,ach,2026-09-03T17:00:00
PAY029206,O029162,10862,settled,wallet,2026-09-02T07:00:00
PAY029207,O029163,47414,settled,card,2026-08-19T10:00:00
PAY029208,O029164,30613,settled,wallet,2026-08-24T20:00:00
PAY029209,O029165,24601,settled,ach,2026-08-18T16:00:00
PAY029210,O029166,20505,settled,wire,2026-08-13T09:00:00
PAY029211,O029167,27788,settled,ach,2026-08-30T04:00:00
PAY029212,O029168,39120,settled,ach,2026-08-19T07:00:00
PAY029213,O029169,13468,settled,ach,2026-08-27T09:00:00
PAY029214,O029170,42016,settled,wallet,2026-08-26T23:00:00
PAY029215,O029171,24142,settled,wallet,2026-08-30T20:00:00
PAY029216,O029172,43024,settled,wallet,2026-08-28T14:00:00
PAY029217,O029173,13000,settled,wire,2026-08-12T09:00:00
PAY029218,O029174,44936,settled,wire,2026-08-06T16:00:00
PAY029219,O029175,14666,settled,wallet,2026-08-25T16:00:00
PAY029220,O029176,42292,settled,wallet,2026-08-17T02:00:00
PAY029221,O029177,33914,settled,ach,2026-09-02T22:00:00
PAY029222,O029178,21785,settled,ach,2026-08-18T02:00:00
PAY029223,O029179,38849,settled,wire,2026-08-30T05:00:00
PAY029224,O029180,6896,settled,ach,2026-08-11T09:00:00
PAY029225,O029181,28754,settled,wallet,2026-08-15T00:00:00
PAY029226,O029182,33560,settled,ach,2026-08-20T10:00:00
PAY029227,O029183,9218,settled,card,2026-08-25T03:00:00
PAY029228,O029184,41730,settled,wallet,2026-08-09T15:00:00
PAY029229,O029185,6258,settled,card,2026-08-24T00:00:00
PAY029230,O029186,13447,settled,wallet,2026-08-21T18:00:00
PAY029231,O029187,17744,settled,wire,2026-08-14T08:00:00
PAY029232,O029188,23392,settled,wire,2026-09-01T10:00:00
PAY029233,O029189,7065,settled,wallet,2026-08-27T04:00:00
PAY029234,O029190,47588,settled,ach,2026-08-10T02:00:00
PAY029235,O029191,45091,settled,wallet,2026-08-15T15:00:00
PAY029236,O029192,42363,settled,ach,2026-08-31T03:00:00
PAY029237,O029193,38798,settled,card,2026-08-13T16:00:00
PAY029238,O029194,40881,settled,wire,2026-08-30T08:00:00
PAY029239,O029195,7306,settled,card,2026-08-07T11:00:00
PAY029240,O029196,37633,settled,card,2026-08-17T08:00:00
PAY029241,O029197,33956,settled,wire,2026-09-04T07:00:00
PAY029242,O029198,10641,settled,card,2026-08-29T05:00:00
PAY029243,O029199,18865,settled,ach,2026-09-03T22:00:00
PAY029244,O029200,40589,settled,ach,2026-08-08T02:00:00
PAY029245,O029201,46719,settled,card,2026-09-04T01:00:00
PAY029246,O029202,20565,settled,ach,2026-08-29T06:00:00
PAY029247,O029203,30298,settled,card,2026-09-04T07:00:00
PAY029248,O029204,34065,settled,ach,2026-08-14T07:00:00
PAY029249,O029205,21942,settled,wallet,2026-08-25T12:00:00
PAY029250,O029206,39795,settled,wallet,2026-08-11T18:00:00
PAY029251,O029207,45153,settled,ach,2026-09-02T19:00:00
PAY029252,O029208,1833,settled,card,2026-08-27T04:00:00
PAY029253,O029209,14247,settled,wallet,2026-08-08T10:00:00
PAY029254,O029210,20725,settled,wire,2026-08-15T19:00:00
PAY029255,O029211,5969,settled,card,2026-08-28T06:00:00
PAY029256,O029212,8269,settled,wallet,2026-09-04T09:00:00
PAY029257,O029213,18907,settled,ach,2026-09-03T08:00:00
PAY029258,O029214,14102,settled,ach,2026-08-16T02:00:00
PAY029259,O029215,9264,settled,wire,2026-08-20T05:00:00
PAY029260,O029216,26846,settled,wallet,2026-08-16T12:00:00
PAY029261,O029217,37557,settled,wire,2026-08-27T13:00:00
PAY029262,O029218,44550,settled,wire,2026-08-23T04:00:00
PAY029263,O029219,38593,settled,ach,2026-08-25T02:00:00
PAY029264,O029220,30600,settled,wire,2026-08-10T14:00:00
PAY029265,O029221,2037,settled,wallet,2026-08-13T04:00:00
PAY029266,O029222,20970,settled,card,2026-08-16T03:00:00
PAY029267,O029223,25507,settled,wallet,2026-09-03T12:00:00
PAY029268,O029224,37795,settled,wallet,2026-09-01T22:00:00
PAY029269,O029225,21778,settled,wallet,2026-08-31T18:00:00
PAY029270,O029226,36940,settled,ach,2026-08-13T16:00:00
