settlement_id,payment_id,expected_amt,actual_amt,status,ts
SET031972,PAY032027,28053,28053,settled,2026-09-02T18:00:00
SET031973,PAY032028,22979,22979,settled,2026-08-08T01:00:00
SET031974,PAY032029,39204,39204,settled,2026-08-22T20:00:00
SET031975,PAY032030,35352,35352,settled,2026-08-08T14:00:00
SET031976,PAY032031,22868,22868,settled,2026-08-15T12:00:00
SET031977,PAY032032,33552,33552,settled,2026-08-18T13:00:00
SET031978,PAY032033,8274,8274,settled,2026-08-19T08:00:00
SET031979,PAY032034,2899,2899,settled,2026-08-09T00:00:00
SET031980,PAY032035,9015,9015,settled,2026-08-28T14:00:00
SET031981,PAY032036,31102,31102,settled,2026-08-08T01:00:00
SET031982,PAY032037,14256,14256,settled,2026-08-20T21:00:00
SET031983,PAY032038,26780,26780,settled,2026-09-03T10:00:00
SET031984,PAY032039,26422,26422,settled,2026-08-06T17:00:00
SET031985,PAY032040,38671,38671,settled,2026-08-24T16:00:00
SET031986,PAY032041,14353,14353,settled,2026-08-10T21:00:00
SET031987,PAY032042,19984,19984,settled,2026-08-24T16:00:00
SET031988,PAY032043,15696,15696,settled,2026-08-22T10:00:00
SET031989,PAY032044,18652,18652,settled,2026-08-22T18:00:00
SET031990,PAY032045,3396,3396,settled,2026-08-20T10:00:00
SET031991,PAY032046,24279,24279,settled,2026-08-14T22:00:00
SET031992,PAY032047,32079,32079,settled,2026-08-12T11:00:00
SET031993,PAY032048,30190,30190,settled,2026-08-22T10:00:00
SET031994,PAY032049,44908,44908,settled,2026-09-03T05:00:00
SET031995,PAY032050,18874,18874,settled,2026-09-01T05:00:00
SET031996,PAY032051,17022,17022,settled,2026-08-09T20:00:00
SET031997,PAY032052,35153,35153,settled,2026-08-09T03:00:00
SET031998,PAY032053,19566,19566,settled,2026-08-14T18:00:00
SET031999,PAY032054,21532,21532,settled,2026-08-13T16:00:00
SET032000,PAY032055,39057,39057,settled,2026-08-21T03:00:00
SET032001,PAY032056,4059,4059,settled,2026-08-07T11:00:00
SET032002,PAY032057,16518,16518,settled,2026-08-22T09:00:00
SET032003,PAY032059,45452,45452,settled,2026-08-08T20:00:00
SET032004,PAY032060,26375,26375,settled,2026-08-13T17:00:00
SET032005,PAY032061,1625,1625,settled,2026-08-27T00:00:00
SET032006,PAY032062,45721,45721,settled,2026-08-27T09:00:00
SET032007,PAY032063,26126,26126,settled,2026-08-27T06:00:00
SET032008,PAY032064,2259,2259,settled,2026-08-24T22:00:00
SET032009,PAY032065,19155,19155,settled,2026-08-28T19:00:00
SET032010,PAY032066,42918,42918,settled,2026-08-07T17:00:00
SET032011,PAY032067,30103,30103,settled,2026-08-20T16:00:00
SET032012,PAY032068,42874,42874,settled,2026-08-30T02:00:00
SET032013,PAY032069,19021,19021,settled,2026-08-16T17:00:00
SET032014,PAY032070,19763,19763,settled,2026-08-28T06:00:00
SET032015,PAY032071,3781,3781,settled,2026-09-03T04:00:00
SET032016,PAY032072,12072,12072,settled,2026-08-19T11:00:00
SET032017,PAY032073,21956,21956,settled,2026-09-02T04:00:00
SET032018,PAY032074,30207,30207,settled,2026-08-20T00:00:00
SET032019,PAY032075,3295,3295,settled,2026-08-11T03:00:00
SET032020,PAY032076,23652,23652,settled,2026-08-08T05:00:00
SET032021,PAY032077,22494,22494,settled,2026-08-29T23:00:00
SET032022,PAY032078,16281,16281,settled,2026-08-17T00:00:00
SET032023,PAY032079,9429,9429,settled,2026-08-29T01:00:00
SET032024,PAY032080,10384,10384,settled,2026-08-29T15:00:00
SET032025,PAY032081,4535,4535,settled,2026-08-08T13:00:00
SET032026,PAY032082,45816,45816,settled,2026-08-17T13:00:00
SET032027,PAY032083,8002,8002,settled,2026-08-31T18:00:00
SET032028,PAY032084,30261,30261,settled,2026-08-25T07:00:00
SET032029,PAY032085,16543,16543,settled,2026-08-28T02:00:00
SET032030,PAY032086,2248,2248,settled,2026-08-18T09:00:00
SET032031,PAY032087,11156,11156,settled,2026-08-23T14:00:00
SET032032,PAY032088,21509,21509,settled,2026-08-12T17:00:00
SET032033,PAY032089,44828,44828,settled,2026-08-16T03:00:00
SET032034,PAY032090,28865,28865,settled,2026-08-07T15:00:00
SET032035,PAY032091,33782,33782,settled,2026-08-31T18:00:00
SET032036,PAY032092,5763,5763,settled,2026-08-16T03:00:00
SET032037,PAY032093,15541,15541,settled,2026-08-10T12:00:00
SET032038,PAY032094,11854,11854,settled,2026-08-11T13:00:00
SET032039,PAY032095,13685,13685,settled,2026-09-02T21:00:00
SET032040,PAY032096,2578,2578,settled,2026-09-03T18:00:00
SET032041,PAY032097,31364,31364,settled,2026-08-17T22:00:00
SET032042,PAY032098,8299,8299,settled,2026-08-21T13:00:00
SET032043,PAY032099,35740,35740,settled,2026-08-26T14:00:00
SET032044,PAY032100,2651,2651,settled,2026-08-16T16:00:00
SET032045,PAY032101,28655,28655,settled,2026-08-22T02:00:00
SET032046,PAY032102,25790,25790,settled,2026-08-18T14:00:00
SET032047,PAY032103,3165,3165,settled,2026-08-30T13:00:00
SET032048,PAY032104,13554,13554,settled,2026-08-18T04:00:00
SET032049,PAY032105,25774,25774,settled,2026-08-11T10:00:00
SET032050,PAY032106,21962,21962,settled,2026-08-12T08:00:00
SET032051,PAY032107,30232,30232,settled,2026-08-30T04:00:00
SET032052,PAY032108,35978,35978,settled,2026-08-12T22:00:00
SET032053,PAY032109,42144,42144,settled,2026-08-23T13:00:00
SET032054,PAY032110,8299,8299,settled,2026-08-24T02:00:00
SET032055,PAY032111,22603,22603,settled,2026-08-12T12:00:00
SET032056,PAY032112,44611,44611,settled,2026-08-09T06:00:00
SET032057,PAY032113,29898,29898,settled,2026-08-24T02:00:00
SET032058,PAY032114,1561,1561,settled,2026-08-18T15:00:00
SET032059,PAY032115,33339,33339,settled,2026-08-22T10:00:00
SET032060,PAY032116,8457,8457,settled,2026-08-06T14:00:00
SET032061,PAY032117,38367,38367,settled,2026-09-04T00:00:00
SET032062,PAY032118,36961,36961,settled,2026-08-16T09:00:00
SET032063,PAY032119,42725,42725,settled,2026-08-18T05:00:00
SET032064,PAY032120,46250,46250,settled,2026-08-20T06:00:00
SET032065,PAY032121,18981,18981,settled,2026-08-26T09:00:00
SET032066,PAY032122,23487,23487,settled,2026-08-24T14:00:00
SET032067,PAY032123,42388,42388,settled,2026-08-19T09:00:00
SET032068,PAY032124,34083,34083,settled,2026-09-01T04:00:00
SET032069,PAY032125,25252,25252,settled,2026-08-21T19:00:00
SET032070,PAY032126,5361,5361,settled,2026-08-20T01:00:00
SET032071,PAY032127,34943,34943,settled,2026-08-08T17:00:00
SET032072,PAY032128,2421,2421,settled,2026-08-13T04:00:00
SET032073,PAY032129,1708,1708,settled,2026-08-27T17:00:00
SET032074,PAY032130,39283,39283,settled,2026-08-22T18:00:00
SET032075,PAY032131,33582,33582,settled,2026-08-28T00:00:00
SET032076,PAY032132,29173,29173,settled,2026-08-12T17:00:00
SET032077,PAY032133,7431,7431,settled,2026-08-23T00:00:00
SET032078,PAY032134,36842,36842,settled,2026-08-26T21:00:00
SET032079,PAY032135,31535,31535,settled,2026-08-19T19:00:00
SET032080,PAY032136,13460,13460,settled,2026-09-02T14:00:00
SET032081,PAY032137,18389,18389,settled,2026-09-04T07:00:00
SET032082,PAY032138,6752,6752,settled,2026-08-06T20:00:00
SET032083,PAY032139,34802,34802,settled,2026-08-28T02:00:00
SET032084,PAY032140,20510,20510,settled,2026-08-07T05:00:00
SET032085,PAY032141,27859,27859,settled,2026-08-23T13:00:00
SET032086,PAY032142,19942,19942,settled,2026-08-21T17:00:00
SET032087,PAY032143,39945,39945,settled,2026-08-12T21:00:00
SET032088,PAY032144,3060,3060,settled,2026-08-12T20:00:00
SET032089,PAY032145,35033,35033,settled,2026-08-16T13:00:00
SET032090,PAY032146,19864,19864,settled,2026-08-07T01:00:00
SET032091,PAY032147,32984,32984,settled,2026-08-23T17:00:00
SET032092,PAY032148,38277,38277,settled,2026-08-26T14:00:00
SET032093,PAY032149,3878,3878,settled,2026-09-01T00:00:00
SET032094,PAY032150,26970,26970,settled,2026-08-29T20:00:00
SET032095,PAY032151,46387,46387,settled,2026-09-04T00:00:00
SET032096,PAY032152,14423,14423,settled,2026-08-07T22:00:00
SET032097,PAY032153,6414,6414,settled,2026-08-10T19:00:00
SET032098,PAY032154,25778,25778,settled,2026-08-21T03:00:00
SET032099,PAY032155,25155,25155,settled,2026-08-23T04:00:00
SET032100,PAY032156,1034,1034,settled,2026-08-10T16:00:00
SET032101,PAY032157,23218,23218,settled,2026-08-25T22:00:00
SET032102,PAY032158,13728,13728,settled,2026-09-03T06:00:00
SET032103,PAY032159,5940,5940,settled,2026-08-06T23:00:00
SET032104,PAY032160,40047,40047,settled,2026-09-04T06:00:00
SET032105,PAY032161,3231,3231,settled,2026-08-18T13:00:00
SET032106,PAY032162,35355,35355,settled,2026-09-03T06:00:00
SET032107,PAY032163,17419,17419,settled,2026-08-22T08:00:00
SET032108,PAY032164,34929,34929,settled,2026-08-16T10:00:00
SET032109,PAY032165,13504,13504,settled,2026-08-06T19:00:00
SET032110,PAY032166,36749,36749,settled,2026-08-10T17:00:00
SET032111,PAY032167,39038,39038,settled,2026-08-14T12:00:00
SET032112,PAY032168,21843,21843,settled,2026-09-03T06:00:00
SET032113,PAY032169,30772,30772,settled,2026-08-20T08:00:00
SET032114,PAY032170,13981,13981,settled,2026-08-29T06:00:00
SET032115,PAY032171,15944,15944,settled,2026-08-23T06:00:00
SET032116,PAY032172,40138,40138,settled,2026-09-01T07:00:00
SET032117,PAY032173,37258,37258,settled,2026-08-15T00:00:00
SET032118,PAY032174,25198,25198,settled,2026-08-27T23:00:00
SET032119,PAY032175,25195,25195,settled,2026-08-19T13:00:00
SET032120,PAY032176,22878,22878,settled,2026-08-11T01:00:00
SET032121,PAY032177,16132,16132,settled,2026-08-28T12:00:00
SET032122,PAY032178,23850,23850,settled,2026-08-07T03:00:00
SET032123,PAY032179,31863,31863,settled,2026-08-20T07:00:00
SET032124,PAY032180,21222,21222,settled,2026-08-26T13:00:00
SET032125,PAY032181,18884,18884,settled,2026-09-04T05:00:00
SET032126,PAY032182,7176,7176,settled,2026-08-16T14:00:00
SET032127,PAY032183,43687,43687,settled,2026-08-27T10:00:00
SET032128,PAY032184,1051,1051,settled,2026-09-01T01:00:00
SET032129,PAY032185,2743,2743,settled,2026-08-12T09:00:00
SET032130,PAY032186,8377,8377,settled,2026-08-18T03:00:00
SET032131,PAY032187,14585,14585,settled,2026-08-11T03:00:00
SET032132,PAY032188,22708,22708,settled,2026-08-16T10:00:00
SET032133,PAY032189,12405,12405,settled,2026-08-07T23:00:00
SET032134,PAY032190,20379,20379,settled,2026-08-11T09:00:00
SET032135,PAY032191,7632,7632,settled,2026-08-20T01:00:00
SET032136,PAY032192,24819,24819,settled,2026-08-31T05:00:00
SET032137,PAY032193,32480,32480,settled,2026-08-18T14:00:00
SET032138,PAY032194,38375,38375,settled,2026-08-06T16:00:00
SET032139,PAY032195,14122,13793,settled,2026-08-21T10:00:00
SET032140,PAY032196,46285,46285,settled,2026-09-03T05:00:00
SET032141,PAY032197,30123,30123,settled,2026-08-14T22:00:00
SET032142,PAY032198,2558,2558,settled,2026-08-18T17:00:00
SET032143,PAY032199,10070,10070,settled,2026-08-20T16:00:00
SET032144,PAY032200,24197,24197,settled,2026-08-10T17:00:00
SET032145,PAY032201,30324,30324,settled,2026-08-10T02:00:00
SET032146,PAY032202,43691,43691,settled,2026-08-30T14:00:00
SET032147,PAY032203,1420,1420,settled,2026-08-28T14:00:00
SET032148,PAY032204,9526,9526,settled,2026-08-16T14:00:00
SET032149,PAY032205,1934,1934,settled,2026-08-29T03:00:00
SET032150,PAY032206,4088,4088,settled,2026-08-22T13:00:00
SET032151,PAY032207,43694,43694,settled,2026-08-17T09:00:00
SET032152,PAY032208,13822,13822,settled,2026-08-24T05:00:00
SET032153,PAY032209,23596,23596,settled,2026-08-09T17:00:00
SET032154,PAY032210,32548,32548,settled,2026-08-26T01:00:00
SET032155,PAY032211,25422,25422,settled,2026-08-29T04:00:00
SET032156,PAY032212,44051,44051,settled,2026-08-07T06:00:00
SET032157,PAY032213,39804,39804,settled,2026-08-22T06:00:00
SET032158,PAY032214,13396,13396,settled,2026-09-03T07:00:00
SET032159,PAY032215,17639,17639,settled,2026-09-02T17:00:00
SET032160,PAY032216,30560,30560,settled,2026-08-27T20:00:00
SET032161,PAY032217,4132,4132,settled,2026-09-02T23:00:00
SET032162,PAY032218,39163,39163,settled,2026-08-30T13:00:00
SET032163,PAY032219,18974,18974,settled,2026-08-25T18:00:00
SET032164,PAY032220,15671,15671,settled,2026-08-18T13:00:00
SET032165,PAY032221,22113,22113,settled,2026-08-28T17:00:00
SET032166,PAY032222,46560,46560,settled,2026-08-07T11:00:00
SET032167,PAY032223,41668,41668,settled,2026-09-02T09:00:00
SET032168,PAY032224,1187,1187,settled,2026-08-07T14:00:00
SET032169,PAY032225,9015,9015,settled,2026-08-18T20:00:00
SET032170,PAY032226,1429,1429,settled,2026-08-10T14:00:00
SET032171,PAY032227,32546,32546,settled,2026-08-13T15:00:00
SET032172,PAY032228,28524,28524,settled,2026-08-27T20:00:00
SET032173,PAY032229,36238,36238,settled,2026-09-01T00:00:00
SET032174,PAY032230,3652,3652,settled,2026-08-19T18:00:00
SET032175,PAY032231,30751,30751,settled,2026-08-17T05:00:00
SET032176,PAY032232,27396,27396,settled,2026-08-28T20:00:00
SET032177,PAY032233,5859,5859,settled,2026-08-09T20:00:00
SET032178,PAY032234,1770,1770,settled,2026-08-13T14:00:00
SET032179,PAY032235,16165,16165,settled,2026-08-23T12:00:00
SET032180,PAY032236,3407,3407,settled,2026-09-01T15:00:00
SET032181,PAY032237,30495,30495,settled,2026-08-12T17:00:00
SET032182,PAY032238,20185,20185,settled,2026-08-31T17:00:00
SET032183,PAY032239,41328,41328,settled,2026-08-26T09:00:00
SET032184,PAY032240,25582,25582,settled,2026-09-03T15:00:00
SET032185,PAY032241,32294,32294,settled,2026-08-13T02:00:00
SET032186,PAY032242,20557,20557,settled,2026-08-16T02:00:00
SET032187,PAY032243,8564,8564,settled,2026-08-28T20:00:00
SET032188,PAY032244,1852,1852,settled,2026-09-01T05:00:00
SET032189,PAY032245,2034,2034,settled,2026-08-27T19:00:00
SET032190,PAY032246,3020,3020,settled,2026-08-30T13:00:00
SET032191,PAY032247,32098,32098,settled,2026-08-09T17:00:00
SET032192,PAY032248,26515,26515,settled,2026-08-15T18:00:00
SET032193,PAY032249,20985,20985,settled,2026-08-12T15:00:00
SET032194,PAY032250,7477,7477,settled,2026-08-11T01:00:00
SET032195,PAY032251,2249,2249,settled,2026-08-13T17:00:00
SET032196,PAY032252,26062,26062,settled,2026-08-24T12:00:00
SET032197,PAY032253,29198,29198,settled,2026-08-21T19:00:00
SET032198,PAY032254,28520,28520,settled,2026-09-03T10:00:00
SET032199,PAY032255,39344,39344,settled,2026-08-15T10:00:00
SET032200,PAY032256,12838,12838,settled,2026-08-23T19:00:00
SET032201,PAY032257,19870,19870,settled,2026-08-07T11:00:00
SET032202,PAY032258,33713,33713,settled,2026-08-09T17:00:00
SET032203,PAY032259,9687,9687,settled,2026-08-24T17:00:00
SET032204,PAY032260,16607,16607,settled,2026-08-20T19:00:00
SET032205,PAY032261,30989,30989,settled,2026-08-18T00:00:00
SET032206,PAY032262,40802,40802,settled,2026-09-04T07:00:00
SET032207,PAY032263,45989,45989,settled,2026-08-30T10:00:00
SET032208,PAY032264,24237,24237,settled,2026-08-20T18:00:00
SET032209,PAY032265,32629,32629,settled,2026-09-04T04:00:00
SET032210,PAY032266,19309,19309,settled,2026-08-11T15:00:00
SET032211,PAY032267,38477,38477,settled,2026-08-09T06:00:00
SET032212,PAY032268,39594,39594,settled,2026-08-26T23:00:00
SET032213,PAY032269,30932,30932,settled,2026-08-21T06:00:00
SET032214,PAY032270,24429,24429,settled,2026-08-21T20:00:00
SET032215,PAY032271,19997,19997,settled,2026-08-13T06:00:00
SET032216,PAY032272,29747,29747,settled,2026-08-10T07:00:00
SET032217,PAY032273,25722,25722,settled,2026-08-27T23:00:00
SET032218,PAY032274,3929,3929,settled,2026-08-08T19:00:00
SET032219,PAY032275,34498,34498,settled,2026-08-28T17:00:00
SET032220,PAY032276,39896,39896,settled,2026-08-16T11:00:00
SET032221,PAY032277,25042,25042,settled,2026-09-02T11:00:00
SET032222,PAY032278,16465,16465,settled,2026-08-09T04:00:00
SET032223,PAY032279,12189,12189,settled,2026-08-11T15:00:00
SET032224,PAY032280,6930,6930,settled,2026-08-30T13:00:00
SET032225,PAY032281,19377,19377,settled,2026-08-11T22:00:00
SET032226,PAY032282,5711,5711,settled,2026-08-14T18:00:00
SET032227,PAY032283,35821,35821,settled,2026-08-22T06:00:00
SET032228,PAY032284,28320,28320,settled,2026-08-25T21:00:00
SET032229,PAY032285,16515,16515,settled,2026-08-08T11:00:00
SET032230,PAY032286,34770,34770,settled,2026-09-03T17:00:00
SET032231,PAY032287,30928,30928,settled,2026-08-17T12:00:00
SET032232,PAY032288,4100,4100,settled,2026-08-28T05:00:00
SET032233,PAY032289,16533,16533,settled,2026-08-10T12:00:00
SET032234,PAY032290,8164,8164,settled,2026-08-09T17:00:00
SET032235,PAY032291,30285,30285,settled,2026-08-28T10:00:00
SET032236,PAY032292,17812,17812,settled,2026-08-22T12:00:00
SET032237,PAY032293,29688,29688,settled,2026-08-31T07:00:00
SET032238,PAY032294,4120,4120,settled,2026-09-03T22:00:00
SET032239,PAY032295,44329,44329,settled,2026-08-21T06:00:00
SET032240,PAY032296,25020,25020,settled,2026-08-09T14:00:00
SET032241,PAY032297,20766,20766,settled,2026-08-08T16:00:00
SET032242,PAY032298,35698,35698,settled,2026-08-07T14:00:00
SET032243,PAY032299,28580,28580,settled,2026-08-14T22:00:00
SET032244,PAY032300,14570,14570,settled,2026-09-04T11:00:00
SET032245,PAY032301,1503,1503,settled,2026-08-08T19:00:00
SET032246,PAY032302,23826,23826,settled,2026-08-30T17:00:00
SET032247,PAY032303,3532,3532,settled,2026-08-30T02:00:00
SET032248,PAY032304,14453,14453,settled,2026-09-02T11:00:00
SET032249,PAY032305,44740,44740,settled,2026-08-07T16:00:00
SET032250,PAY032306,41980,41980,settled,2026-09-02T17:00:00
SET032251,PAY032307,10996,10996,settled,2026-08-23T00:00:00
SET032252,PAY032308,9679,9679,settled,2026-08-13T09:00:00
SET032253,PAY032309,45535,45535,settled,2026-08-07T20:00:00
SET032254,PAY032310,13743,13743,settled,2026-08-22T00:00:00
SET032255,PAY032311,1885,1885,settled,2026-08-20T11:00:00
SET032256,PAY032312,19795,19795,settled,2026-08-24T07:00:00
SET032257,PAY032313,44490,44490,settled,2026-08-19T05:00:00
SET032258,PAY032314,43110,43110,settled,2026-08-25T12:00:00
SET032259,PAY032315,42802,42802,settled,2026-08-21T11:00:00
SET032260,PAY032316,19617,19617,settled,2026-08-31T08:00:00
SET032261,PAY032317,10070,10070,settled,2026-08-11T21:00:00
SET032262,PAY032318,10796,10796,settled,2026-08-29T06:00:00
SET032263,PAY032319,11033,11033,settled,2026-08-11T20:00:00
SET032264,PAY032320,33431,33431,settled,2026-08-28T11:00:00
SET032265,PAY032321,8320,7122,settled,2026-08-15T04:00:00
SET032266,PAY032322,15285,15285,settled,2026-09-02T23:00:00
SET032267,PAY032323,34849,34849,settled,2026-08-17T22:00:00
SET032268,PAY032324,37659,37659,settled,2026-08-25T19:00:00
SET032269,PAY032325,25940,25940,settled,2026-08-31T05:00:00
SET032270,PAY032326,16274,16274,settled,2026-09-01T13:00:00
SET032271,PAY032327,23026,23026,settled,2026-08-07T00:00:00
SET032272,PAY032328,37184,37184,settled,2026-08-20T00:00:00
SET032273,PAY032329,12277,12277,settled,2026-08-09T02:00:00
SET032274,PAY032330,19495,19495,settled,2026-09-02T06:00:00
SET032275,PAY032331,39069,39069,settled,2026-08-28T21:00:00
SET032276,PAY032332,15402,15402,settled,2026-08-29T11:00:00
SET032277,PAY032333,43693,43693,settled,2026-08-22T09:00:00
SET032278,PAY032334,19061,19061,settled,2026-08-22T15:00:00
SET032279,PAY032335,45845,45845,settled,2026-08-10T10:00:00
SET032280,PAY032336,10277,10277,settled,2026-08-23T01:00:00
SET032281,PAY032337,44862,44862,settled,2026-08-27T19:00:00
SET032282,PAY032338,14028,14028,settled,2026-08-17T05:00:00
SET032283,PAY032339,4899,4899,settled,2026-08-18T12:00:00
SET032284,PAY032340,10557,10557,settled,2026-08-30T04:00:00
SET032285,PAY032341,2803,2803,settled,2026-08-31T16:00:00
SET032286,PAY032342,31769,31769,settled,2026-08-26T16:00:00
SET032287,PAY032343,42446,42446,settled,2026-08-20T11:00:00
SET032288,PAY032344,26089,26089,settled,2026-08-21T02:00:00
SET032289,PAY032345,6234,6234,settled,2026-08-20T04:00:00
SET032290,PAY032346,10974,10974,settled,2026-08-20T07:00:00
SET032291,PAY032347,7261,7261,settled,2026-09-03T04:00:00
SET032292,PAY032348,6216,6216,settled,2026-09-01T15:00:00
SET032293,PAY032349,40350,40350,settled,2026-08-22T11:00:00
SET032294,PAY032350,33167,33167,settled,2026-08-08T10:00:00
SET032295,PAY032351,35495,35495,settled,2026-09-04T08:00:00
SET032296,PAY032352,15494,15494,settled,2026-09-04T04:00:00
SET032297,PAY032353,32134,32134,settled,2026-08-19T18:00:00
SET032298,PAY032354,4980,4980,settled,2026-09-03T07:00:00
SET032299,PAY032355,32540,32540,settled,2026-08-31T23:00:00
SET032300,PAY032356,25372,25372,settled,2026-08-19T10:00:00
SET032301,PAY032357,29993,29993,settled,2026-08-15T12:00:00
SET032302,PAY032358,10979,10979,settled,2026-08-31T19:00:00
SET032303,PAY032359,40592,40592,settled,2026-08-24T19:00:00
SET032304,PAY032360,44918,44918,settled,2026-08-14T12:00:00
SET032305,PAY032361,16857,16857,settled,2026-08-15T07:00:00
SET032306,PAY032362,33931,33931,settled,2026-08-20T17:00:00
SET032307,PAY032363,13992,13992,settled,2026-08-07T18:00:00
SET032308,PAY032364,38878,38878,settled,2026-08-21T03:00:00
SET032309,PAY032365,39971,39971,settled,2026-08-06T19:00:00
SET032310,PAY032366,27191,27191,settled,2026-08-30T08:00:00
SET032311,PAY032367,30842,30842,settled,2026-08-25T14:00:00
SET032312,PAY032368,30850,30850,settled,2026-08-07T00:00:00
SET032313,PAY032369,9888,9888,settled,2026-08-26T18:00:00
SET032314,PAY032370,15665,15665,settled,2026-08-31T03:00:00
SET032315,PAY032371,18720,18720,settled,2026-08-11T23:00:00
SET032316,PAY032372,39532,39532,settled,2026-08-28T06:00:00
SET032317,PAY032373,2859,2859,settled,2026-08-25T22:00:00
SET032318,PAY032374,10562,10562,settled,2026-08-24T23:00:00
SET032319,PAY032375,18903,18903,settled,2026-08-08T20:00:00
SET032320,PAY032376,19516,19516,settled,2026-09-03T22:00:00
SET032321,PAY032377,11162,11162,settled,2026-08-18T16:00:00
SET032322,PAY032378,25617,25617,settled,2026-08-18T21:00:00
SET032323,PAY032379,29843,29843,settled,2026-08-22T15:00:00
SET032324,PAY032380,3530,3530,settled,2026-09-02T09:00:00
SET032325,PAY032381,36764,36764,settled,2026-09-03T11:00:00
SET032326,PAY032382,40961,40961,settled,2026-08-31T05:00:00
SET032327,PAY032383,12716,12716,settled,2026-08-11T22:00:00
SET032328,PAY032384,11128,11128,settled,2026-08-23T01:00:00
SET032329,PAY032385,1633,1633,settled,2026-09-01T15:00:00
SET032330,PAY032386,36859,36859,settled,2026-08-12T21:00:00
SET032331,PAY032387,30608,30608,settled,2026-08-13T23:00:00
SET032332,PAY032388,4765,4765,settled,2026-08-14T14:00:00
SET032333,PAY032389,29856,29856,settled,2026-08-30T21:00:00
SET032334,PAY032390,6214,6214,settled,2026-08-06T13:00:00
SET032335,PAY032391,21653,21653,settled,2026-08-19T13:00:00
SET032336,PAY032392,15439,15439,settled,2026-08-08T07:00:00
SET032337,PAY032393,6136,6136,settled,2026-08-28T14:00:00
SET032338,PAY032394,41351,41351,settled,2026-08-23T17:00:00
SET032339,PAY032395,11603,11603,settled,2026-08-07T03:00:00
SET032340,PAY032396,25473,25473,settled,2026-08-31T00:00:00
SET032341,PAY032397,1422,1422,settled,2026-08-25T12:00:00
SET032342,PAY032398,36269,36269,settled,2026-08-09T11:00:00
SET032343,PAY032399,36581,36581,settled,2026-08-18T21:00:00
SET032344,PAY032400,19031,19031,settled,2026-09-03T02:00:00
SET032345,PAY032401,3929,3929,settled,2026-08-25T19:00:00
SET032346,PAY032402,16822,16822,settled,2026-08-21T06:00:00
SET032347,PAY032403,7450,7450,settled,2026-08-18T17:00:00
SET032348,PAY032404,2414,2414,settled,2026-08-14T02:00:00
SET032349,PAY032405,25020,25020,settled,2026-08-26T16:00:00
SET032350,PAY032406,29408,29408,settled,2026-09-01T04:00:00
SET032351,PAY032407,3431,3431,settled,2026-08-19T17:00:00
SET032352,PAY032408,36204,36204,settled,2026-08-09T17:00:00
SET032353,PAY032409,32882,32882,settled,2026-08-19T02:00:00
SET032354,PAY032410,41691,41691,settled,2026-08-31T02:00:00
SET032355,PAY032411,14737,14737,settled,2026-08-07T14:00:00
SET032356,PAY032412,29081,29081,settled,2026-08-10T03:00:00
SET032357,PAY032413,46596,46596,settled,2026-08-30T18:00:00
SET032358,PAY032414,2824,2824,settled,2026-09-02T22:00:00
SET032359,PAY032415,9974,9974,settled,2026-08-17T18:00:00
SET032360,PAY032416,18126,18126,settled,2026-08-11T08:00:00
SET032361,PAY032417,15992,15992,settled,2026-08-26T06:00:00
SET032362,PAY032418,19402,19402,settled,2026-08-17T20:00:00
SET032363,PAY032419,35600,35600,settled,2026-08-09T23:00:00
SET032364,PAY032420,40850,40850,settled,2026-08-07T08:00:00
SET032365,PAY032421,11963,11963,settled,2026-08-23T12:00:00
SET032366,PAY032422,26021,26021,settled,2026-08-18T11:00:00
SET032367,PAY032423,28754,28754,settled,2026-08-18T23:00:00
SET032368,PAY032424,17565,17565,settled,2026-08-12T02:00:00
SET032369,PAY032425,45215,45215,settled,2026-08-28T18:00:00
SET032370,PAY032426,15677,15677,settled,2026-08-31T21:00:00
SET032371,PAY032427,11395,11395,settled,2026-08-09T20:00:00
SET032372,PAY032428,46198,46198,settled,2026-08-14T20:00:00
SET032373,PAY032429,12190,12190,settled,2026-08-12T13:00:00
SET032374,PAY032430,46050,46050,settled,2026-08-07T22:00:00
SET032375,PAY032431,5445,5445,settled,2026-08-16T00:00:00
SET032376,PAY032432,44746,44746,settled,2026-08-28T13:00:00
SET032377,PAY032433,44036,44036,settled,2026-08-08T18:00:00
SET032378,PAY032434,16520,16520,settled,2026-09-02T10:00:00
SET032379,PAY032435,18504,18504,settled,2026-08-24T12:00:00
SET032380,PAY032436,17954,17954,settled,2026-08-20T20:00:00
SET032381,PAY032437,2608,2608,settled,2026-08-14T07:00:00
SET032382,PAY032438,10255,10255,settled,2026-08-15T00:00:00
SET032383,PAY032439,30675,30675,settled,2026-08-18T08:00:00
SET032384,PAY032440,20486,20486,settled,2026-08-23T22:00:00
SET032385,PAY032441,27347,27347,settled,2026-08-12T04:00:00
SET032386,PAY032442,9505,9505,settled,2026-08-29T05:00:00
SET032387,PAY032443,29559,29559,settled,2026-08-21T20:00:00
SET032388,PAY032444,38580,38580,settled,2026-08-23T14:00:00
SET032389,PAY032445,17687,17687,settled,2026-08-14T17:00:00
SET032390,PAY032446,1104,1104,settled,2026-08-16T00:00:00
SET032391,PAY032447,10582,10582,settled,2026-08-10T21:00:00
SET032392,PAY032448,36899,36899,settled,2026-08-29T10:00:00
SET032393,PAY032449,8912,8912,settled,2026-08-28T09:00:00
SET032394,PAY032450,24025,24025,settled,2026-08-16T05:00:00
